Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Studio Odontoiatrico Cesarini e Marangoni,Dentista,,0545 49150,"Via F. Petrarca, 3",Bagnacavallo,,,,,,,,,,,
Studio Medico Dentistico Stefano Cenni,Dentista,,0545 60348,"Via A. Toscanini, 2",Bagnacavallo,,,,,,,,,,,
Studio Odontoiatrico Poggiolini Boldrini,Dentista,https://www.poggioliniboldrini.it/,0545 63924,"Vicolo della Repubblica Romana, 9",Bagnacavallo,,info@poggioliniboldrini.it,https,WordPress,No,Keliweb S.R.L,74,81,92.00,Sì,No
Poliambulatorio Odontoiatrico C.O.S.,Laboratorio dentistico,http://www.dentalcos.com/,0534 30915,"Via John Fitzgerald Kennedy, 63",Gaggio Montano,,odontocos@libero.it,https,WordPress,No,Aruba S.p.A.,56,64,77.00,Sì,No
Trento Leonardo,Dentista,,0534 22132,"Via Mazzini, 119",Porretta Terme,,,,,,,,,,,
Centro Dentale Di Albanesi Gianluigi E C. Sas,Operatore di consultorio familiare,,0523 823738,"Via A. Bernini, 46",Castelvetro Piacentino,,,,,,,,,,,
MG DENTAL,Dentista,,0523 797093,fornace 1,Castelvetro Piacentino,,,,,,,,,,,
SORRIDIAMO srl - Dott.ssa Celestina Leporati,Dentista,http://www.sorridiamo.it/,0534 38075,"Piazzetta Tonino Zaccanti, 8",Gaggio Montano,,,https,ASP.NET,No,"Cloudflare, Inc.",56,79,85.00,Sì,No
Manelli Marcello,Dentista,,0534 24080,"Via Mazzini, 60",Porretta Terme,,,,,,,,,,,
i.Denticoop - Gruppo DentalPro Reggio Emilia CC Ipercoop Baragalla,Clinica dentale,,0522 327192,"c/o Centro Commerciale, Via Omobono Tenni, 41/B",Reggio nell'Emilia,,,,,,,,,,,
Studio Dentistico Brugnara,Dentista,http://www.studiodentisticobrugnara.com/,0545 61274,"Via Redino Inferiore, 1",Bagnacavallo,,studiobrugnara@gmail.com,https,Shopify,Sì,OVH SAS,60,73,85.00,Sì,No
Vecchi Dr. Danilo,Dentista,,0545 62933,"Via Giuseppe di Vittorio, 1",Bagnacavallo,,,,,,,,,,,
Tumiatti Dr. Guido,Dentista,,0544 83187,"Corso Giacomo Matteotti, 115",Alfonsine,,,,,,,,,,,
Cristaldent poliambulatorio odontoiatrico,Dentista,,0544 81798,"Via A.Samaritani, 11",Alfonsine,,,,,,,,,,,
Ranza Dr. Claudio,Dentista,,0523 829226,"Via Palmiro Togliatti, 4",Castelvetro Piacentino,,,,,,,,,,,
Studio dentistico Principale,Dentista,https://studioprincipale.it/,0545 62952,"Via G. Amendola, 4/d",Bagnacavallo,,lucaprincipale1@gmail.com,https,WordPress,No,Acantho Network,57,79,92.00,Sì,No
Ricciardelli Carlo,Dentista,,0544 80185,"Viale Stazione, 31",Alfonsine,,,,,,,,,,,
Samaritani Dr. Davide,Dentista,,0544 80480,"Via XXV Luglio, 6",Alfonsine,,,,,,,,,,,
Gruppo Ungherese Medici e Spa,Dentista,,334 374 8819,"Via A.Saffi, 5c",Alfonsine,,,,,,,,,,,
Odontoiatra Samaritani Luca,Dentista,,0532 856244,"Via Enrico Nuvoli, 4",Alfonsine,,,,,,,,,,,
Rubbi Dr. Federico,Medico,,0532 800817,"Via Roma, 2E",Argenta,,,,,,,,,,,
Monti Dr. Bruno,Dentista,,0532 804820,"Via Giuseppe Mazzini, 2",Argenta,,,,,,,,,,,
Pellandra Dr. Annamaria,Dentista,,0532 852166,"Via Luigi Magrini, 22",Argenta,,,,,,,,,,,
Albrizio Dott. Piero,Dentista,,0532 800859,"Via Giovan Battista Aleotti, 4/d",Argenta,,,,,,,,,,,
Studio Dentistico Mollicchi San Piero in Bagno,Dentista,https://www.studiodentisticomollicchi.it/,376 066 3066,"Via Enrico Toti, 2",San Piero In Bagno,,studiodentisticomollicchi@gmail.com,https,WordPress,No,Aruba S.p.A. Network,40,52,92.00,Sì,No
Studio Dentistico Dr. Fabio Faustini - Dentista Castelvetro Piacentino,Dentista,http://www.dentalfaustini.it/,0523 823416,"Via A. Bernini, 25",Castelvetro Piacentino,,info@dentalfaustini.it,https,Basekit,No,Hetzner Online GmbH,82,95,92.00,Sì,No
Studio dentistico dott. Marco Martini,Dentista,,0544 204865,"Corso Giuseppe Garibaldi, 105/A",Alfonsine,,,,,,,,,,,
Meloncelli Martino,Dentista,,0532 804274,"Vicolo del Portello, 4",Argenta,,,,,,,,,,,
Bergonzoni Paolo,Laboratorio dentistico,,0532 685611,"Via Fiume, 6",Argenta,,,,,,,,,,,
Studio Dentistico Rubini,Dentista,http://www.rubinistudiodentistico.it/,0523 823013,"Via Roma, 27",Castelvetro Piacentino,,info@rubinistudiodentistico.it,https,Webflow,Sì,"Amazon.com, Inc.",65,91,92.00,Sì,No
Antodent centro odontoiatrico,Dentista,http://www.antodent.it/,0522 327631,"Via Alessandro Tassoni, 223/a",Reggio Emilia,,info@antodent.it,https,WordPress,No,Aruba S.p.A.,35,73,92.00,Sì,No
Folegani Dr. Paolo,Dentista,,0532 804353,"Via Giuseppe Garibaldi, 4",Argenta,,,,,,,,,,,
Studio Argenta - Studio Medico Odontoiatrico,Dentista,https://www.studioargenta.it/,02 4840 3665,"Largo Risorgimento, 6",Trezzano sul Naviglio,,,https,Shopify,Sì,Google LLC,41,80,92.00,Sì,No
Acri Aldo,Dentista,,051 734518,"Via Giovanni Goldoni, 24",Anzola dell'Emilia,,,,,,,,,,,
Accorsi Alberto,Dentista,,051 734782,"Via Olmo, 25",Anzola Dell`Emilia,,,,,,,,,,,
Torretta Rosa,Dentista,,0544 84077,"Via Mazzini, 23",Alfonsine,,,,,,,,,,,
Serri Dr. Davide,Dentista,,0522 609392,"Via del Predale, 31",Casina,,,,,,,,,,,
Sirotti Dr. Fabrizio,Dentista,,0522 609911,"Via Caduti della Bettola, 4",Casina,,,,,,,,,,,
Anzola Medika Srl,Dentista,https://anzolamedika.com/,051 733500,"Via Emilia, 158",Anzola dell'Emilia,,info@anzolamedika.it,https,WordPress,No,Server Plan S.r.l.,73,91,100.00,Sì,No
Ruggeri Dr. Furio,Dentista,https://www.ruggeristudiodentistico.it/,051 893069,"Via Centese, 157",Argelato,,info@ruggeristudiodentistico.it,https,React,No,Aruba S.p.A.,56,72,92.00,Sì,No
Casa della Salute di Alfonsine,Ambulatorio di zona,https://www.auslromagna.it/luoghi/case-della-salute/casa-della-salute-alfonsine,0544 867450,"Via Reale, 49/51",Alfonsine,,azienda@pec.auslromagna.it,https,React,No,Lepida - Community Network Emilia-Romagna,59,51,92.00,Sì,No
DR. BRUNO BRAGAGLIA - STUDIO ODONTOIATRICO,Dentista,http://www.studiobragaglia.com/,051 733358,"Via del Risorgimento, 53",Anzola dell'Emilia,,info@studiobragaglia.com,https,ASP.NET,No,OVH SAS,93,100,100.00,Sì,No
Cavallini Dr. Maurizio,Dentista,https://www.studiodentisticocavallinimaurizio.it/,0532 804007,"Via Luigi Magrini, 2A",Argenta,,,https,WordPress,No,Aruba S.p.A.,70,96,92.00,Sì,No
ReAbilito Srl Stp - Studio Dentistico Dott. Censi Paolo,Dentista,https://www.reabilito.it/,051 736904,"Via A. Grandi, 11",Anzola dell'Emilia,,,https,Joomla,No,The Constant Company,47,56,100.00,Sì,No
Dott. Ghirardi Luca Studio Dentistico,Dentista,,0525 824232,"Piazza Micheli, 17",Bedonia,,,,,,,,,,,
STUDIO DENTISTICO TESEI,Dentista,,0525 90364,"Via P V Manara, 1",Borgo Val di Taro,,,,,,,,,,,
Studio Dentistico Donatella Guerrini,Dentista,,0544 84148,"Piazza 10 Aprile, 4",Alfonsine,,,,,,,,,,,
Coppini Studio Srl,Dentista,,0525 99411,"Via Micheli, 2",Borgo Val di Taro,,,,,,,,,,,
Farmacia Sant'Angela,Farmacia,,324 584 6603,"Via della Repubblica, 13",Albareto,,,,,,,,,,,
Ambulatorio Odontoiatrico De Crescenzo,Dentista,https://www.centroodontoiatricodecrescenzo.it/,0544 169 9925,"Corso Giacomo Matteotti, 36",Alfonsine,,decre@libero.it,https,React,No,IP VDF,37,72,85.00,Sì,No
Farmacia Albareto,Farmacia,,059 318334,"Via Del Grano, 22",Albareto,,,,,,,,,,,
Ambulatorio Odontoiatrico Duemme,Dentista,,339 874 1010,"Via della Chiesa, 12",Borgonovo Val Tidone,,,,,,,,,,,
Ghidini Dr. Cesare,Dentista,,0523 862252,"Viale Fermi, 37",Borgonovo Val Tidone,,,,,,,,,,,
Studio Odontoiatrico Della Dott.ssa Colombo Fiorella,Dentista,,0187 842169,"Via Giuseppe Garibaldi, 25",Varese Ligure,,,,,,,,,,,
Bugoni Dr. Giuseppe,Dentista,,0523 998082,"Via Roma, 29",Pianello Val Tidone,,,,,,,,,,,
Pavesi Dr. Stefano,Dentista,,0523 864105,"Via G, Via L. Agazzari, 1",Borgonovo Val Tidone,,,,,,,,,,,
Gazzola Dr. Walter,Dentista,,0523 862548,"Piazza De Cristoforis, 14",Borgonovo Val Tidone,,,,,,,,,,,
Studio odontoiatrico Dott. Damiano Lodi Giuliani,Dentista,,347 523 0660,"Via Roma, 16",Casola Valsenio,,,,,,,,,,,
Studio dentistico Dr. Tommaso Guidetti,Dentista,,0522 840161,"Via Canaletto, 30",Casalgrande,,,,,,,,,,,
Dr.ssa Zmuda Anna Eliza,Dentista,,0546 55461,"Via Girolamo Gottarelli, 45",Castel Bolognese,,,,,,,,,,,
Studio Dentistico Associato Costella Di Costella Carola Costella G,Dentista,,0525 99542,"Via Nazionale, 72",Borgo Val di Taro,,,,,,,,,,,
Centro Medico Di Blasio,Ortodontista,https://www.centromedicodiblasio.it/,0521 286161,"P.le Arrigo Boito, 5",Parma,,info@centromedicodiblasio.it,https,Shopify,Sì,Netsons s.r.l.,61,78,92.00,Sì,No
Poggi Dr. Valerio,Dentista,,0546 50186,"Via Giuseppe Mazzini, 18",Castel Bolognese,,,,,,,,,,,
MERLI DR. ANNA,Dentista,,0546 54465,"Via Garavini, 20",Castel Bolognese,,,,,,,,,,,
Smile-Tech Implantology,Dentista,http://www.smile-tech.it/,051 019 8001,"Via Due Ponti, 3",Argelato,,info@website.com,https,React,No,Aruba S.p.A. Network,51,52,77.00,Sì,No
Borzatta Giovanbattista,Dentista,,0546 54392,"Via Tommaso Biancini, 18",Castel Bolognese,,,,,,,,,,,
Studio dentistico Fenicchia,Dentista,,06 3751 7402,"Via Mazzini, 121",Prati,,,,,,,,,,,
Centro Odontoiatrico AB • Dottor Andrea Barile,Dentista,http://www.centroodontoiatricoab.it/,0173 362429,"Viale Giovanni Vico, 18/A",Alba,,segreteria@studiodottorbarile.com,https,React,Sì,Google LLC,61,85,100.00,Sì,No
Zambelli dott. Pietro studio dentistico,Dentista,,328 961 9747,"Via Roma, 18",Pianello Val Tidone,,,,,,,,,,,
Studio Dentistico Dott. Piazzi Filippo,Medico,,0534 60466,"SP632, 3",Ponte della Venturina,,,,,,,,,,,
Coscia Dr. Giuseppe,Dentista,,0534 91114,"Via G. Pepoli, 72",Castiglione dei Pepoli,,,,,,,,,,,
Studio Dentistico Dott.ssa Giorgi Elena,Dentista,,0546 55572,"Via Garavini, 23",Castel Bolognese,,,,,,,,,,,
Centro Medico Piazza Fanti,Centro medico,https://centromedicopiazzafanti.it/,391 400 4663,"Piazza Manfredo Fanti, 13",Castel Bolognese,,,https,Joomla,No,Serverplan s.r.l.,84,95,100.00,Sì,No
Orthodontic Center Valtarese s.r.l.u. Dir. San. Dr. Guerra Paolo,Dentista,http://www.ortodonziavaltarese.it/,0525 412985,"Via Montegrappa, 5",Borgo Val di Taro,,guerrapaolo1969@gmail.com,https,React,Sì,Seeweb s.r.l,57,83,92.00,Sì,No
Guazzotti Pierpaolo,Dentista,,0143 889183,"Via Dr. Pio Albareto, 9",Molare,,,,,,,,,,,
Aemilia Medical Center Srl,Ambulatorio medico,http://www.aemiliamedicalcenter.it/,051 731101,"Via Lunga, 3",Anzola dell'Emilia,,segreteria@aemiliamedicalcenter.it,https,ASP.NET,No,Google LLC,56,65,92.00,Sì,No
Benci Dr. Stefano,Dentista,,0525 96694,"Via Malta, 4",Borgo Val di Taro,,,,,,,,,,,
Chiari Mariateresa Odontoiatra,Dentista,,0541 331701,"Via Quinto Orazio Flacco, 61/e",Bellaria-Igea Marina,,,,,,,,,,,
Gallina Dr. Ilaria,Dentista,,0541 333686,"P.za Falcone Borsellino, 6",Bellaria-Igea Marina,,,,,,,,,,,
Studio Dentistico Dott Bruno Bianchi,Dentista,,0541 336377,"Via Aldo Moro, 1, P.za Falcone Borsellino, 28",Bellaria-Igea Marina,,,,,,,,,,,
Venturelli Dr. Francesco e Dr. Daniele,Dentista,,0541 341354,"Via Ravenna, 153",Bellaria-Igea Marina,,,,,,,,,,,
Ambulatorio Odontoiatrico di Rontini Paolo,Dentista,,0546 73480,"Viale Domenico Neri, 1",Casola Valsenio,,,,,,,,,,,
Dada Odontoiatria srl Castiglione dei Pepoli,Dentista,http://www.dadaodontoiatria.it/,0534 92974,"Via Bolognese, 16",Castiglione dei Pepoli,,info.dadaodontoiatria@gmail.com,https,React,Sì,Server Plan S.r.l.,62,92,100.00,Sì,No
Santa Apollonia Dental Life,Dentista,,0541 344459,"Via C. Pavese, 25",Bellaria-Igea Marina,,,,,,,,,,,
Dental Medical Casalgrande,Dentista,http://www.dentalmedical.net/,0522 848303,"Via Aldo Moro, 1",Casalgrande,,info@dentalmedical.net,http,React,No,Aruba S.p.A. Network,59,81,92.00,Sì,No
Dentista Dr. Roman Hasay,Dentista,https://www.hasaydental.it/,348 990 5958,"Via Capodistria, 5",Bellaria-Igea Marina,,dr.hasay@gmail.com,https,Angular,No,Google LLC,37,71,73.00,Sì,No
Crédit Agricole Italia,Banca,,0525 629000,"Piazza Micheli, 5/Ter",Berceto,,,,,,,,,,,
Studio Dentistico Muratore Dr. Emanuela,Dentista,http://studioemanuelamuratore.it/,0541 347168,"Piazza Giacomo Matteotti, 16",Bellaria-Igea Marina,,studio.emanuelamuratore@gmail.com,https,React,Sì,Host SpA,68,88,92.00,Sì,No
Carrara Studio Dentistico,Dentista,,0541 347222,"Via Torre, 107",Bellaria-Igea Marina,,,,,,,,,,,
Studio Dentistico Bruno Berzieri,Dentista,,0524 332291,"V.le Giacomo Matteotti, 17",Salsomaggiore Terme,,,,,,,,,,,
Finotti Dr. Eligio,Dentista,,0542 488041,"Via S. Carlo, 9",Castel Guelfo di Bologna,,,,,,,,,,,
Studio Dentistico Gambi,Dentista,,0542 97786,"Via Sillaro 61/a Fraz, Via Sillaro, 61",Sassoleone,,,,,,,,,,,
Andreoli Dr. Gianluigi,Dentista,,051 664 0774,"Via Asinari, 2/2",Bentivoglio,,,,,,,,,,,
Dental Center Poliambulatorio Valsellustra S.r.l.,Dentista,,0542 684200,"Via della Villa, 3",Casalfiumanese,,,,,,,,,,,
Studio Odontoiatrico dott.ssa Lorenzi Roberta,Dentista,,051 700886,"Via Salvatore Quasimodo, 44",Castel Maggiore,,,,,,,,,,,
Studio Odontoiatrico associato VIA GRANDI,Dentista,http://www.studioviagrandi.it/,0542 194 0103,"Via della Resistenza, 11",Borgo Tossignano,,,https,WordPress,No,Aruba S.p.A. Network,54,68,92.00,Sì,No
Studio Dentistico Dott.ssa Delrio Gabriella,Dentista,http://www.studiodentisticodelrio.it/,045 757 1183,"Via Castello, 6",Castelnuovo del Garda,,info@studiodentisticodelrio.it,https,React,Sì,Servereasy Srl,48,59,92.00,Sì,No
DentalPro Bologna CC Centrolame,Clinica dentale,,051 952 5500,Via Marco Polo 3 c/o Centro Commerciale Centrolame,Bologna,,,,,,,,,,,
Dott.ssa Natalini Sandra Specialista in Odontostomatologia,Dentista,,051 714464,"Via Gramsci, 196/interno 1",Castel Maggiore,,,,,,,,,,,
"IQOS PARTNER - Tabaccheria Magnolia, Negozio Multiservizi, Berceto",Tabaccheria,http://www.tabaccheriamagnolia.it/?utm_source=google&utm_medium=GMBSitelink&utm_campaign=GMBSitelink_Berceto_BERCETO-0015,348 721 0336,"Piazza Micheli, 11",Berceto,,tabaccheriamagnolia@gmail.com,https,Basekit,No,Aruba S.p.A.,66,73,100.00,Sì,No
Studio Dentistico Dott. Brandi Gianni,Dentista,,0541 343392,"Via Capodistria, 5",Bellaria-Igea Marina,,,,,,,,,,,
Casa della salute di Berceto,Centro medico pubblico,http://www.ausl.pr.it/,0521 393111,"Via P. Silva, 1",Berceto,,,https,ASP.NET,No,Telecom Italia S.p.A.,85,86,83.00,Sì,No
Studio Dentistico Scheda,Dentista,https://www.dentistascheda.com/,351 919 1083,"Via S. Carlo, 12/9",Castel Guelfo di Bologna,,,https,WordPress,No,Hetzner Online GmbH,86,95,100.00,Sì,No
Zucchini Dr. Nicola,Forniture odontoiatriche,,051 714862,"Via IV Novembre, 4",Castel Maggiore,,,,,,,,,,,
Ambulatorio Albano Groth,Dentista,,051 664 7272,"Via Pietro Gobetti, 6",Argelato,,,,,,,,,,,
AIRAM Studio Dentistico Bologna,Clinica dentale,,334 776 1703,"Via Lame, 165",Castel Maggiore,,,,,,,,,,,
Basaglia Dott.ssa Roberta Studio Odontoiatria,Dentista,,349 554 8056,"Via Gramsci, 204",Castel Maggiore,,,,,,,,,,,
Studio Dentistico Dott.Ssa Martelli Stefania,Dentista,,051 863475,"Via Don Francesco Pasti, 30",Argelato,,,,,,,,,,,
Studio dentistico Dott. Enrico Stanzani,Dentista,,051 714526,"Piazza II Agosto 1980, 3",Castel Maggiore,,,,,,,,,,,
Dentista Nicola Barbieri,Dentista,,0523 881833,"Via Nino Bixio, 16",Castel San Giovanni,,,,,,,,,,,
Odontoiatria Castellana | Dentista a Castel San Giovanni,Dentista,,0523 469830,"Via Fratelli Bandiera, 30",Castel San Giovanni,,,,,,,,,,,
Studio dentistico Lirone,Dentista,https://ambulatoriodentisticolirone.it/,329 558 7222,"Via Lirone, 10",Castel Maggiore,,,https,WordPress,No,Google LLC,68,88,92.00,Sì,No
Cordini Dr. Gianluca,Dentista,,0523 843748,"Corso Giacomo Matteotti, 46",Castel San Giovanni,,,,,,,,,,,
Dr. Davide Dealberti,Dentista,,0523 843633,"Corso Giacomo Matteotti, 66",Castel San Giovanni,,,,,,,,,,,
Beltrami Dr. Antonio Giuseppe,Dentista,,0523 882424,"Viale Amendola, 4",Castel San Giovanni,,,,,,,,,,,
Demarosi Dr. Federica,Dentista,,0523 843811,"Via Nino Bixio, 8",Castel San Giovanni,,,,,,,,,,,
Studio Dentistico San Francesco,Dentista,,0523 844293,"Corso Giacomo Matteotti, 53",Castel San Giovanni,,,,,,,,,,,
Fugazza,Dentista,,0523 864302,"Via Andrea Costa, 5",Castel San Giovanni,,,,,,,,,,,
Rapalli Francesco,Dentista,,0523 844286,"Via Nino Bixio, 20",Castel San Giovanni,,,,,,,,,,,
Dacrema Dott. Danilo,Dentista,,0523 881526,"Via Fratelli Bandiera, 30",Castel San Giovanni,,,,,,,,,,,
Politi Dr. Luigi,Medico di famiglia,,0523 844564,"Vicolo Carrettieri, 1",Castel San Giovanni,,,,,,,,,,,
Studio Dentistico Dott. Matteo Rovereti,Dentista,,0543 171 3752,"Via Consolare, 2463/2469",Bertinoro,,,,,,,,,,,
Baravelli Dr. Maria Luisa,Dentista,,0543 444229,"Via Roma, 12",Bertinoro,,,,,,,,,,,
Studio Dentistico Busseto-Carmela dr.Intermite,Dentista,,0524 91188,"Via Roma, n 35",Busseto,,,,,,,,,,,
Mazzara Salvatore,Dentista,,0523 881335,"Galleria Braghieri, 2",Castel San Giovanni,,,,,,,,,,,
Studio dentistico Dr. Guglielmetti Nicola,Dentista,,0523 836481,"Via Giuseppe Galluzzi, 9",Cortemaggiore,,,,,,,,,,,
Montenet Dr. Antonella,Dentista,,0523 835060,"Via Giuseppe Galluzzi, 9",Cortemaggiore,,,,,,,,,,,
Dottor D Il Tuo Dentista,Dentista,https://www.dottor-d.it/pronto-soccorso-castel-maggiore/,051 702350,"Via Pio La Torre, 5/D",Castel Maggiore,,,https,Joomla,No,Aruba S.p.A. Network,43,73,92.00,Sì,No
Centro Odontoiatrico Castel Maggiore,Dentista,,051 632 1997,"Via Gramsci, 282",Castel Maggiore,,,,,,,,,,,
Clinica del Sorriso,Dentista,,0523 500684,"Via Emilia, 1",Fontana Fredda,,,,,,,,,,,
Barilli Dr. Maurizio,Dentista,https://studiodentisticobarilli.wordpress.com/,051 701400,"Via Salvatore Quasimodo, 46",Castel Maggiore,,,https,WordPress,No,"Automattic, Inc",81,97,100.00,Sì,No
Studio Ortodontico Preda,Ortodontista,http://www.nicolapreda.it/dott-nicola-preda/,051 632 0794,"Via Gramsci, 282",Castel Maggiore,,susj@nicolapreda.it,https,Shopify,Sì,Combell NV,47,73,100.00,Sì,No
Smile srl- Smile For You Odontoiatria,Dentista,https://www.smileforyouodontoiatria.it/home,0523 248611,"Viale Don Luigi, 24",Fiorenzuola d'Arda,,info@smileforyouodontoiatria.it,https,React,No,Google LLC,76,95,92.00,Sì,No
Duerre Dental,Dentista,,0523 593259,"Via Trieste, 2",Monticelli d'Ongina,,,,,,,,,,,
Clinica Dentistica Santa Chiara Poliambulatorio,Dentista,https://santachiarapoliambulatorio.it/,0523 499032,"Via Alessandria, 25",Piacenza,,s.chiarapoliambulatorio@gmail.com,https,WordPress,Sì,Netsons s.r.l.,69,92,100.00,Sì,No
Studio Dentistico - Gambi Dott. Guido - Gambi Dott. Gabriele,Dentista,,0542 53450,"Via Aldo Moro, 6",Castel Guelfo di Bologna,,,,,,,,,,,
Centro Odontoiatrico DeaDent,Dentista,http://www.centrodeadent.it/,051 014 0626,"Via Marconi, 42/B",Bentivoglio,,deadent.castenaso@aol.com,https,WordPress,Sì,Aruba S.p.A.,64,56,92.00,Sì,No
"Studio dentistico Dott. Claudio Ranza, Monticelli d'Ongina",Dentista,,347 223 2971,Via Palmiro Togliatti,Monticelli d'Ongina,,,,,,,,,,,
Studio Odontoiatrico Dr. Passioni,Dentista,http://www.studiopassioni.it/,0523 984938,"Viale C. Battisti, 6",Fiorenzuola d'Arda,,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com,https,Wix,Sì,Google LLC,60,65,100.00,Sì,No
Bottazzi Dr. Alessandro - Studio Dentistico,Dentista,,339 648 7992,"Via Fulvio Calestani, 16",Fiorenzuola d'Arda,,,,,,,,,,,
Studio Dentistico dr. Matteo Cravedi,Dentista,https://studiodentisticocravedi.it/,0523 882981,"Via A. Canova, 8",Castel San Giovanni,,info@studiodentisticocravedi.it,https,WordPress,No,Google LLC,88,97,92.00,Sì,No
Centro Berni Odontoiatria e Medicina,Dentista,https://www.berniodontoiatria.it/,0523 498009,"Via Pier Francesco Passerini, 46",Piacenza,,info@berniodontoiatria.it,https,WordPress,Sì,MYLOC,54,60,85.00,Sì,No
Studio Dentistico Giampaolo Bosi - Piacenza,Dentista,http://www.dottorbosi.it/,0523 712563,"Via Veneto, 39",Piacenza,,,https,WordPress,Sì,"Cloudflare, Inc.",61,96,92.00,Sì,No
Bonomini Dr. Massimo Studio Dentistico,Dentista,,0523 241047,"Via S. Francesco, 12",Fiorenzuola d'Arda,,,,,,,,,,,
RP Odontoiatria Dott.ssa Pascale Rosita,Dentista,http://www.rpodontoiatria.it/,375 653 0717,"Viale Amendola, 22b",Castel San Giovanni,,info@rpodontoiatria.it,https,WordPress,Sì,Keliweb S.R.L,53,71,85.00,Sì,No
Guidotti Odontoiatria,Dentista,http://www.guidottiodontoiatria.it/,0523 983317,"Corso Giuseppe Garibaldi, 2",Fiorenzuola d'Arda,,info@guidottiodontoiatria.it,https,React,Sì,Aruba S.p.A. Network,66,65,100.00,Sì,No
Orlando Dr. Maria Rita,Dentista,,0523 836513,"Via Cavour, 28",Cortemaggiore,,,,,,,,,,,
Soglia Dr. Fabio,Dentista,,051 940494,"Via Antonio Gramsci, 423",Castel San Pietro Terme,,,,,,,,,,,
Macchiavelli dott. Fabrizio,Dentista,,051 943151,"Via Roma, 4b",Castel San Pietro Terme,,,,,,,,,,,
Centro Medico Spec. Professionisti Del Sorriso,Dentista,,051 943381,"1, Viale Oriani, Castel San Pietro Terme, BO 40024",Castel San Pietro Terme,,,,,,,,,,,
Studio Dentistico Belvedere,Dentista,https://www.studiodentisticobelvedere.it/,0523 454912,"Via Vittorio Gadolini, 33",Piacenza,,segreteria@studiodentisticobelvedere.it,https,React,Sì,OVH SAS,67,88,100.00,Sì,No
Monici Vincenzo,Dentista,,0523 982148,"Via Giuseppe Mazzini, 54",Fiorenzuola d'Arda,,,,,,,,,,,
"Dott. Filippo Lama, Ortodontista",Ortodontista,,051 952 7931,"Piazza Garibaldi, 8",Castel San Pietro Terme,,,,,,,,,,,
Dott.ssa Simona Samaritani,Parodontologo,,051 944970,"Via dei Mille, 31",Castel San Pietro Terme,,,,,,,,,,,
"Studi Dentistici Riuniti Pondrelli, Bendandi e Daprile",Dentista,https://www.studidentisticiriuniti-castelsanpietroterme.it/,051 940668,"Viale Terme, 1058/B",Castel San Pietro Terme,,,https,React,No,"New Dream Network, LLC",65,91,85.00,Sì,No
Centro Odontoiatrico Matteotti,Dentista,http://www.centroodontoiatricomatteotti.it/,051 032 2055,"Via Emilia Ponente, 51",Castel San Pietro Terme,,info@centroodontoiatricomatteotti.it,https,WordPress,Sì,Server Plan S.r.l.,85,98,92.00,Sì,No
Tizzani Matteo Studio Dentistico presso Poliambulatorio Castellano,Dentista,,051 943330,"Via Giuseppe Mazzini, 15",Castel San Pietro Terme,,,,,,,,,,,
