Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
ASL FG - DSS 58 Lucera - Poliambulatorio e Consultorio Familiare,Servizi medici locali,,0881 591087,Piazzale dei Caduti,Biccari,,,,,,,,,,,
Poliambulatorio,Centro medico,,0881 553006,"Via Arberia, 5",Casalvecchio di Puglia,,,,,,,,,,,
San Raffaele Troia - Residenza Sanitaria Assistenziale,Ospedale,https://sanraffaele.it/strutture/san-raffaele-troia,0881 975811,Contrada Fontanelle,Troia,,sviluppogestioneas@legalmail.it,https,React,Sì,"DigitalOcean, LLC",59,88,77.00,Sì,No
Villa Dei Pini Casa di Cura Privata S.p.a.,Centro di riabilitazione,https://www.villadeipini.com/site,0825 672711,"SP88, 83100",Avellino,,,https,WordPress,No,Host SpA,53,84,92.00,Sì,No
Centro Salute Giovanni Paolo II - Poliambulatorio,Clinica medica,http://www.centrogiovannipaolo.it,0881 716654,"Via Vittime Civili, 114",Foggia,,info@centrogiovannipaolo.it,https,Drupal,Sì,Aruba S.p.A.,66,97,92.00,Sì,No
Centro Medico Athena Srl,Centro medico,http://www.centromedicoathena.it,0825 892085,"Via Cardito, 52",Ariano Irpino,,segreteria@centromedicoathena.it,https,WordPress,No,Aruba S.p.A.,0,85,85.00,Sì,No
Humanitas Medical center,Centro medico,,0881 189 7107,"Corso del Mezzogiorno, 8",Foggia,,,,,,,,,,,
Centro Riabilitazione Leonardo De Luca,Centro di riabilitazione,,0881 559724,"poggio, Contrada Brecciolosa",Castelnuovo della Daunia,,,,,,,,,,,
Casa Di Cura Clinica San Michele,Clinica medica,https://www.clinicasanmichele.com,0823 208111,"Via Appia, 187",Maddaloni,,info@clinicasanmichele.com,https,WordPress,Sì,Google LLC,57,74,100.00,Sì,No
Centro Medico San Luca Lecce Foggia,Clinica per la fertilità,http://www.procreare.it,080 561 7851,"Vico dei Guidani, 2",Lecce,,info@procreare.it,https,React,No,Server Plan S.r.l.,36,41,92.00,Sì,No
Casa di Cura S. Michele,Ospedale privato,http://www.casadicurasanmichele.com,0884 581116,"Via Cozzolete, 29",Manfredonia,,info@casadicurasanmichele.com,https,Drupal,Sì,Aruba S.p.A.,68,99,92.00,Sì,No
Neomedica Srl,Studio medico,,0882 424102,"Via Turati, 5",Apricena,,,,,,,,,,,
dott. Salvatore CESAREO - Ambulatorio di Medicina del Lavoro,Medico del lavoro,,349 741 8763,"Via Giovanni Amendola, 90",Apricena,,,,,,,,,,,
"Dott. Giuseppe Iuppa, Radiologo",Radiologo,,0881 325472,"Via Luigi Galasso, 81",Apricena,,,,,,,,,,,
Azienda Usl Fg 1,Servizi medici locali,,0882 200787,"Via II Giugno, 1",Apricena,,,,,,,,,,,
Studi Medici Associati,Medico di famiglia,,0882 646454,"Corso Generale Galasso, 59",Apricena,,,,,,,,,,,
Solimando Michele,Medico,,0882 645690,"Via Roma, 14",Apricena,,,,,,,,,,,
Laboratorio di analisi cliniche Biometron srls,Laboratorio chimico,,0882 645029,"Viale Aldo Moro, 122",Apricena,,,,,,,,,,,
Consultorio Familiare di Apricena,Centro servizi sociali,,0882 200935,Via Modena,Apricena,,,,,,,,,,,
"Dott.ssa Clelia Serena Mercurio, Dermatologo",Dermatologo,,080 999 6319,"Via Turati, 5",Apricena,,,,,,,,,,,
Ambulatorio veterinario San Pio e Francesco,Veterinario,,328 434 4922,"Via Luigi Galasso, 11",Apricena,,,,,,,,,,,
Laboratorio Analisi Chimico-Cliniche Accadialab srl Dr.ri Tibollo,Laboratorio chimico,,0881 981761,"Piazza Aldo Moro, 7",Accadia,,,,,,,,,,,
ASL FG - Guardia Medica,Servizi medici locali,,0885 795564,"Via Don Damiano Ciano, 20D",Carapelle,,,,,,,,,,,
Casa Di Riposo La Collina,Casa di riposo,,0881 981065,"Via Giuseppe Mirabella, 72",Accadia,,,,,,,,,,,
Omnia Salus,Centro medico,https://omnia-salus7.webnode.it,346 983 1960,"Viale Aldo Moro, 134 c/3",Apricena,,contatto@esempio.it,https,React,No,Amazon Technologies Inc.,64,97,100.00,Sì,No
Guardia Medica Accadia,Medico di pronto soccorso,,0881 543121,"Strada St. 91 Ter, Accadia, FG 71021, 71021",Accadia,,,,,,,,,,,
Azienda Unita' Sanitaria Locale Fg 3,Servizi medici locali,,0881 981174,"Piazza S. Luigi, 4",Accadia,,,,,,,,,,,
Arcadia Centro Medico Srl,Clinica medica,,0882 457810,"Via Pasquale Turbacci, 20",San Giovanni Rotondo,,,,,,,,,,,
Centro Medico San Pietro,Studio medico,,0885 795174,"Via Alcide de Gasperi, 11",Carapelle,,,,,,,,,,,
Centro Dentale di Implantologia Avanzata,Dentista,http://www.sorridix.it,0885 799279,"Via delle Rose, 24",Carapelle,,info@sorridix.it,https,WordPress,Sì,Google LLC,37,46,100.00,Sì,No
Ambulatorio veterinario Dr. Picariello Francesco,Veterinario,,339 883 4913,"Via Caporale Bonito Antonio, 49",Accadia,,,,,,,,,,,
Novia Eupilio,Dentista,,0881 986050,"Via Torquato Tasso, 16",Accadia,,,,,,,,,,,
STUDIO MEDICO - Centro Medico Palazzo Baronale - Apricena,Servizi medici locali,https://cmbaronale.webador.it,351 069 0605,"Corso Garibaldi, 92",Apricena,,assistenza@webador.it,https,React,No,Google LLC,91,100,100.00,Sì,No
Radiological Center Apricena,Studio medico,https://radiologicalcenter.it,0882 420927,"Via Luigi Galasso, 81",Apricena,,radiologicalcenterapricena@gmail.com,https,Joomla,No,Google LLC,56,77,100.00,Sì,No
Istituto Comprensivo Scuola Materna - Elementare E Media,Scuola pubblica,,0881 981370,Via Gaetano Salvatore,Accadia,,,,,,,,,,,
Fondazione Centri di Riabilitazione Padre Pio Onlus,Ospedale privato,http://www.fondazionecentripadrepio.it,0882 454099,"Viale Cappuccini, 77",San Giovanni Rotondo,,fondazionecentripadrepio@legalmail.it,https,WordPress,No,OVH SAS,39,51,85.00,Sì,No
Iamele Michele,Medico,,0881 554019,"Via Carlo Rossi, 20",Celenza Valfortore,,,,,,,,,,,
A.S.D. Fitness Lifestyle,Palestra,,340 686 4137,"Via Borgo, 46",Accadia,,,,,,,,,,,
Asclepios - Centro Medico Polispecialistico,Centro medico,http://www.centromedicoasclepios.com,366 987 1274,"Piazza Madre Teresa di Calcutta, 30",Cerignola,,info@centromedicoasclepios.com,https,Shopify,Sì,OVH ISP,57,68,92.00,Sì,No
Poliambulatorio San Matteo,Centro medico,https://www.poliambulatoriosanmatteo.it,0885 851369,"Via Calabria, 26/B",Cerignola,,poli.sanmatteo@pec.it,https,WordPress,Sì,Aruba S.p.A.,57,84,85.00,Sì,No
Sinapsi - Centro di Neuropsicologia e Logopedia dell'età evolutiva,Psicologo infantile,,350 106 5234,"Viale XXIV Maggio, 2",Cerignola,,,,,,,,,,,
Centro medico Grassitelli,Consulente sanitario,,0885 322634,"Via Tiro a Segno, 2",Cerignola,,,,,,,,,,,
Manfredonia Medical Center Srl,Centro medico,,0884 541240,"Via Scaloria, 137",Manfredonia,,,,,,,,,,,
Stanza del sale Monteleone di Puglia,Centro benessere medico,,328 933 3498,"Via Borgo Molara, 12",Monteleone di Puglia,,,,,,,,,,,
LABORATORIO ANALISI FUMO SRL,Laboratorio chimico,https://www.analisilesina.it,0882 991690,"Corso Italia, 3",Lesina,,,https,Joomla,No,Aruba S.p.A.,92,91,92.00,Sì,No
Studio Dott. Vincenzo Monte,Centro medico,https://www.dottvincenzomonte.it,347 752 5637,"Viale Veneto, 34",Lesina,,info@dottvincenzomonte.it,https,Joomla,No,Aruba S.p.A.,55,78,92.00,Sì,No
Studio Di Medicina Generale E Specialistica Coop.G.Moscati,Centro medico,,0885 415957,"Via Calabria, 30",Cerignola,,,,,,,,,,,
Studio Medico Associato,Psichiatra,,0881 548384,Viale Raffaello,Lucera,,,,,,,,,,,
Casa di Cura Bernardini,Ospedale privato,http://www.clinicabernardini.it,099 772 8896,"Via Scoglio del Tonno, 64",Taranto,,,https,Shopify,Sì,Aruba S.p.A.,62,62,83.00,Sì,No
Medicina Futura Soc Coop,Studio medico associato,,0881 530067,"Viale Appennini, 71",Lucera,,,,,,,,,,,
Centro Medico Fisioterapico Santa Lucia Srl,Clinica medica,,0881 520004,"Via Pasubio, 79",Lucera,,,,,,,,,,,
Ospedale di Lucera Francesco Lastaria,Ospedale,,0881 731111,Viale Francesco Lastaria,Lucera,,,,,,,,,,,
Dell'Aquila Giacomo,Clinica medica,,0881 525003,"Via Giuseppe Mazzini, 8",Lucera,,,,,,,,,,,
Laboratorio Analisi Cliniche Russo Dell'Aquila,Laboratorio medico,,0881 525040,"Via a Porta Croce, 45",Lucera,,,,,,,,,,,
Distretto Socio Sanitario FG n 58 - Lucera,Servizio sanitario aziendale,,0881 543111,"Viale Francesco Lastaria, 2",Lucera,,,,,,,,,,,
Basilica Santuario di San Michele Arcangelo,Santuario,http://www.santuariosanmichele.it,0884 561150,"Via Reale Basilica, 127",Monte Sant'Angelo,,,https,PrestaShop,Sì,"Cloudflare, Inc.",33,36,77.00,Sì,No
Clinica Montevergine,Ospedale,http://www.clinicamontevergine.com,0825 705220,"Via Mario Malzoni, 5",Mercogliano,,,https,WordPress,No,Aruba S.p.A.,0,0,0.00,Sì,No
Centro Medico Polispecialistico San Francesco Antonio Fasani S.R.L.,Centro medico,,0881 549614,"Via Roma, 78",Lucera,,,,,,,,,,,
Centro di Radiologia Di Giovine - Vergantino,Laboratorio di radiologia,http://www.digiovinevergantino.it,0881 549701,"Via Cesare Battisti, 51/55",Lucera,,centroradiologiadv@pec.it,https,Shopify,Sì,Netsons s.r.l.,73,76,100.00,Sì,No
Laboratorio d'analisi Cliniche Ventriglia,Laboratorio chimico,,0881 520903,"Via Giordano Bruno, 3",Lucera,,,,,,,,,,,
DOTT. DEL GAUDIO LEONARDO GINECOLOGO,Ufficio aziendale,http://delgaudiogin.it,320 283 8146,Via Federico II,Lucera,,dinodelgaudio@virgilio.it,https,WordPress,No,Contabo GmbH,62,95,100.00,Sì,No
Centro Medico Cerba - Cerignola,Laboratorio medico,https://www.cerbahealthcare.it/sedi/cerignola-via-eduardo-de-filippo-52b,0885 799605,"Via Eduardo de Filippo, 52B",Cerignola,,laboratoriobrunetti@cerbahealthcare.it,https,Vue,No,Amazon Technologies Inc,56,89,85.00,Sì,No
Poliambulatorio VisMed Bari,Studio medico,https://www.vismed.it,080 556 5605,"Via Lucera, 4",Bari,,,https,Shopify,No,Aruba S.p.A.,57,85,83.00,Sì,No
Laboratorio Di Analisi Cliniche E Microbiologiche Emos (S.R.L.),Laboratorio medico,,0882 833547,"Via Cesare Battisti, 49",San Marco in Lamis,,,,,,,,,,,
ASL FG | Presidio Territoriale Assistenza (PTA)di San Marco in Lamis,Servizi medici locali,,0882 815111,Via S. Nicandro,San Marco in Lamis,,,,,,,,,,,
Fondazione Pia Michelina ed Eugenia Gravina,Casa di riposo,http://www.fondazionepiagravina.it,0882 831053,"Via Santa Maria De Mattias, 1",San Marco in Lamis,,segreteria@fondazionepiagravina.it,https,ASP.NET,No,Aruba S.p.A. Network,94,96,92.00,Sì,No
Centro Kinesis,Massaggio-terapista,https://centro-kinesis.jimdosite.com,331 457 1257,"Via Mancini, 94",Monteleone di Puglia,,,,Jimdo,Non trovato,"Cloudflare, Inc.",72,89,92.00,Stato Non Determinato,No
Azienda Usl Fg 3,Servizi medici locali,,0881 983541,"Contrada Cupazzo, Monteleone Di Puglia, FG 71020",Monteleone di Puglia,,,,,,,,,,,
Centro Medico Life,Studio medico,http://www.life.fg.it,0882 303140,"Via Giulio Cerulli, 15",San Severo,,centrolife@life.fg.it,https,Shopify,No,Aruba S.p.A.,32,72,92.00,Sì,No
LuMaS,Studio medico associato,https://www.lumas-sgr.it,0882 302243,"Viale Cappuccini, 91",San Giovanni Rotondo,,,https,React,No,Google LLC,77,96,100.00,Sì,No
RSSA Io Abito Qui,Casa di cura,https://www.sanitapiu.it/strutture/io-abito-qui,0881 612931,"Via Isonzo, 30",Motta Montecorvino,,info@sanitapiu.it,https,WordPress,Sì,Aruba S.p.A.,59,47,85.00,Sì,No
Scoglietti Dr. Domenico,Medico di famiglia,,0881 964881,"Via Camillo Benso Conte di Cavour, 67",Orsara di Puglia,,,,,,,,,,,
VSK Medical,Clinica medica,http://www.vskmedical.it,0874 196 0746,"Viale Alessandro Manzoni, 71",Campobasso,,info@vskmedical.it,https,Squarespace,No,Aruba S.p.A.,55,93,92.00,Sì,No
Clinica Villa del Sole,Clinica medica,https://www.clinicavilladelsole.it,0823 251111,"Via Nazionale Appia, 35",Casagiove,,assicurazioni@clinicavilladelsole.it,https,WordPress,No,Aruba S.p.A. Network,65,62,64.00,Sì,No
Monaco Salvatore Leonardo,Medico di famiglia,,0881 964399,"Via XX Settembre, 26",Orsara di Puglia,,,,,,,,,,,
Villa Santa Maria ortanova,Casa di cura,,388 806 1901,"SP80, 173-179",Orta Nova,,,,,,,,,,,
Polispecialistica San Pio di Torraco Vincenzo,Clinica dentale,,333 634 6333,"Via Galileo Galilei, 46",Orta Nova,,,,,,,,,,,
DEFIBRILLATORE CASTELLO,Servizio sanitario aziendale,,348 558 4686,Largo Miroballo,Deliceto,,,,,,,,,,,
Clinica Athena,Clinica urologica,http://www.clinicathena.it,0823 784666,"Via Matese, 90",Piedimonte Matese,,,https,WordPress,Sì,Aruba S.p.A.,37,37,92.00,Sì,No
CLINICA RUESCH CLINICA PRIVATA,Ospedale privato,http://www.clinicaruesch.it,081 717 8111,"Viale Maria Cristina di Savoia, 39",Napoli,,info@clinicaruesch.it,https,Shopify,Sì,Genesys Informatica S.r.l.,98,86,85.00,Sì,No
Poliambulatorio di Orta Nova - D.S.S. di Cerignola n. 55 - ASL FG,Dipartimento della sanità pubblica,,0885 791416,Corso Umberto I,Orta Nova,,,,,,,,,,,
De Meo Dott. Saverio,Dentista,,0885 781721,"Corso Umberto I, 91",Orta Nova,,,,,,,,,,,
Azienda Sanitaria Locale Fg 1,Ambulatorio medico,,0884 962758,"Via S. Elia, 9",Peschici,,,,,,,,,,,
Studio Medico Associato Di Di Miscia Dr. L. Di Trocano Dr. M. Urbano Dr. G.,Medico di famiglia,,0884 964882,"Piazza Trieste, 8",Peschici,,,,,,,,,,,
Laboratorio Analisi San Giuseppe,Laboratorio medico,https://www.laboratoriosangiuseppe.com,0885 600094,"Via N. Sauro, 42",Orta Nova,,info@laboratoriosangiuseppe.com,https,Joomla,No,Aruba S.p.A.,59,91,92.00,Sì,No
Consultorio Familiare di Orta Nova,Centro servizi sociali,,0885 419126,"Corso Umberto I, 5",Orta Nova,,,,,,,,,,,
Laboratorio Analisi Cliniche Zetema Srl,Laboratorio chimico,http://www.laboratoriozetema.it,0885 787264,"Via Roma, 10",Orta Nova,,lab.analisizetema@libero.it,https,React,No,Aruba S.p.A. Network,59,84,82.00,Sì,No
CMD Centro Medico Diagnostico San Giuseppe Moscati,Studio medico,https://www.cmdmoscati.it,389 431 5131,"Via Scarabino, 16",Orta Nova,,info@cmdmoscati.it,https,React,Sì,Google LLC,78,96,100.00,Sì,No
Laboratorio Odontotecnico di Torraco Vincenzo,Laboratorio dentistico,,0885 784792,"Via Galileo Galilei, 46",Orta Nova,,,,,,,,,,,
Palazzo Degli Studi Padre Pio,Istituto d'istruzione,http://www.palazzostudipadrepio.com,0885 782672,"Via Tarantino, 10",Orta Nova,,segreteria@palazzostudipadrepio.it,http,Joomla,No,Aruba S.p.A. Network,42,50,92.00,Sì,No
Villa Medicea del Poggio Imperiale,Attrazione turistica,,055 226171,Piazzale del Poggio Imperiale,Firenze,,,,,,,,,,,
Continuità Assistenziale,Medico,,0885 654909,Nuova Circonvallazione Interna,Rocchetta Sant'Antonio,,,,,,,,,,,
ASL,Medico,,0882 820019,"largo 71010, Largo Portagrande, 9",Rignano Garganico,,,,,,,,,,,
Fania Dr. Leonardo,Otorinolaringoiatra,,0882 820322,"Via Croce, 4",Rignano Garganico,,,,,,,,,,,
Azienda Usl Fg3,Servizi medici locali,,0885 654273,"Corso Principe Umberto, 1",Rocchetta Sant'Antonio,,,,,,,,,,,
A.S.L. Foggia.3,Servizi medici locali,,0885 654902,"Corso Principe Umberto, 1",Rocchetta Sant'Antonio,,,,,,,,,,,
Studio Talea Dott.ssa Valentina Di Brina psicoterapeuta,Psicologo,,351 577 6312,"Via Mauro del Giudice, 2",Rodi Garganico,,,,,,,,,,,
Educandato Statale della Santissima.Annunziata,Collegio,,055 226 1729,"Piazzale del Poggio Imperiale, 1",Firenze,,,,,,,,,,,
Poggio Imperiale Apartments,Residence,http://www.poggioimperiale.fi.it,340 162 7527,"Viale del Poggio Imperiale, 10",Firenze,,info@poggioimperiale.fi.it,https,React,Sì,Semplify Srl,34,56,91.00,Sì,No
Centro di Riabilitazione Madonna della Libera/R.S.A,Centro di riabilitazione,http://www.madonnadellalibera.it,0884 965941,"Via Pietro Nenni, 2",Rodi Garganico,,irisrodigarganico@gmail.com,https,Angular,Sì,Aruba S.p.A. Network,68,95,75.00,Sì,No
Guardia Medica,Centro medico pubblico,,0882 451537,"Corso Roma, 85",San Giovanni Rotondo,,,,,,,,,,,
Azienda Unita' Sanitaria Locale Fg 1,Servizi medici locali,,0884 965026,"Corso Madonna della Libera, 63",Rodi Garganico,,,,,,,,,,,
Park Hotel Villa Americana,Hotel,https://www.villaamericana.it,0884 966390,"Via Carmine Grossi, 23",Rodi Garganico,,info@villaamericana.it,https,Joomla,Sì,Aruba S.p.A,56,85,92.00,Sì,No
ASL FG 1,Medico di pronto soccorso,,0884 714111,Via Alfredo Petrucci,Rodi Garganico,,,,,,,,,,,
Villa Anita | Comunità di Riabilitazione,Casa di cura,,0884 599220,"Via Colombo, 2",Rodi Garganico,,,,,,,,,,,
Villa Libera Casa per la vita,Casa di cura,,347 938 1616,Contrada Mascherizzo,Rodi Garganico,,,,,,,,,,,
Studio Medico INMED,Studio medico,https://www.studiomedicoinmed.it,375 747 7882,"Via Pietro Mascagni, 13",San Giovanni Rotondo,,info@studiomedicoinmed.it,http,Laravel,No,Netsons s.r.l.,56,85,92.00,Sì,No
Gli Angeli di Padre Pio,Ospedale privato,http://www.fondazionecentripadrepio.it/angeli-di-padre-pio.php,0882 456264,"Viale Padre Pio, 24",San Giovanni Rotondo,,angeli@fondazionepadrepio-onlus.it,https,WordPress,No,OVH SAS,34,61,85.00,Sì,No
Presidio di Riabilitazione Padre Pio,Centro di riabilitazione,,080 459 3743,"Via Santo Carlo, 64",Capurso,,,,,,,,,,,
Nuova Città Onlus - Centro Medico ed Infermieristico,Centro medico,http://www.visitespecialistiche.com,080 403 3163,"Via Ortolabruna, 23",Capurso,,coop.nuovacitta@libero.it,https,WordPress,No,Hetzner Online GmbH,38,75,100.00,Sì,No
Es Vedrà Medical Clinic,Clinica medica,https://www.esvedramedicalclinic.it,327 820 4204,"Viale della Gioventù, 7a",San Giovanni Rotondo,,esvedrasrl@pec.it,https,WordPress,No,OVH SAS,61,81,85.00,Sì,No
Guardia Medica Capurso,Ambulatorio medico,,080 584 6353,"Via Epifania Federico, 240",Capurso,,,,,,,,,,,
Casa di Riposo Casa Serena,Casa di riposo,http://www.casaserena.it,080 455 3527,"Via Noicattaro, 3",Capurso,,info@casaserena.it,https,Shopify,Sì,Google LLC,62,84,92.00,Sì,No
Poliambulatorio e Guarda Medica Alberona - ASL FG - DSS 58 Lucera,Servizi medici locali,,0881 592449,"Via Mancini, 1",Alberona,,,,,,,,,,,
Laboratorio Analisi Villani srl,Laboratorio medico,http://www.laboratoriovillani.it,0882 451177,"Viale della Gioventù, 15",San Giovanni Rotondo,,lab.villani@gmail.com,https,WordPress,No,Aruba S.p.A.,56,78,85.00,Sì,No
Guardia Medica Alberona,Medico di pronto soccorso,,0882 200963,"Via Mancini, 1",Alberona,,,,,,,,,,,
Gestione E Management Sanitario Srl,Ospedale privato,,080 455 1749,Via Santo Carlo,Capurso,,,,,,,,,,,
Igea Srl,Consulente sanitario,https://www.igeapoliambulatorio.com,080 403 8800,"Largo Piscine, 13",Capurso,,info@igeapoliambulatorio.com,https,WordPress,No,Aruba S.p.A.,79,95,92.00,Sì,No
C.I.R. - Centro Internazionale di Riabilitazione,Fisioterapista,https://www.circapurso.com,080 455 0345,"Contrada La, Via Vicinale La Lenza, 36",Capurso,,info@circapurso.com,https,React,Sì,Contabo GmbH,42,67,92.00,Sì,No
"Salus Fisio Center, Poliambulatorio medico specialistico e fisioterapico in Capurso",Clinica di fisioterapia,https://www.salusfisiocenter.it,080 967 0484,"Via Triggiano, 44/B",Capurso,,,https,WordPress,No,Keliweb S.R.L,51,56,92.00,Sì,No
Fisioterapia Dott.ssa Grazia Pia Cruciano,Fisioterapista,,328 014 4330,"Via Don Luigi Sturzo, 69",San Nicandro Garganico,,,,,,,,,,,
Medical Salt Haloterapia,Centro benessere medico,,327 449 8559,Via degli Elvezi,San Nicandro Garganico,,,,,,,,,,,
Studio medico Dottor Michele d'Anello,Medico,,389 797 1065,"Viale Giuseppe di Vittorio, 11-1",San Nicandro Garganico,,,,,,,,,,,
