Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Studio massaggi la Fenice (Cerignola),Massaggio-terapista,,388 389 1928,"Via Ten. Antonio Paolillo, 8",Cerignola,,,,,,,,,,,
KIRO ESTETICA - BEAUTY CENTER,Centro estetico,,351 896 2307,"Via D'Emilio, 14",Cerignola,,,,,,,,,,,
Centro Estetico Fatima Bakkori,Centro estetico,,388 072 6882,"Piazza Giuseppe di Vagno, 1",Lucera,,,,,,,,,,,
Centro Yoga Cerignola,Centro yoga,,347 381 8133,"Via Scarafone, 17",Cerignola,,,,,,,,,,,
Bye Bye Pelos,Centro estetico,http://www.byebyepelos.it/,0881 040042,"Via S. Domenico, 103",Lucera,,,http,React,Sì,Google LLC,41,47,91.00,Sì,No
Fondazione Centri Di Riabilitazione Padre Pio - O,Ospedale privato,https://www.fondazionecentripadrepio.it/,0881 559321,"Via S. Pasquale, 5",Castelnuovo della Daunia,,fondazionecentripadrepio@legalmail.it,https,WordPress,No,OVH SAS,35,41,85.00,Sì,No
Jolie Centro Estetico E Solarium Di Perrucci Val,Centro estetico,,0885 448541,"Via Corsica, 22",Cerignola,,,,,,,,,,,
La vie en Rose Academy di Alessia Cacciatore,Centro estetico,https://lavieenroseacademy.it/,345 018 9013,"Viale Avv. Vincenzo Scarano, 77",Lucera,,info@lavieenroseacademy.it,https,Shopify,Sì,"Cloudflare, Inc.",64,85,92.00,Sì,No
Luana Di Carlo Sun & Beauty,Centro abbronzatura,,0881 196 0028,"Via D'Amely, 18",Lucera,,,,,,,,,,,
Grieco Business & SPA Hotel,Albergo benessere,http://www.griecohotel.it/,0885 422581,"Corso Scuola Agraria, 13",Cerignola,,info@griecohotel.it,http,React,No,Aruba S.p.A.,45,61,85.00,Sì,No
Sublime centro olistico estetico,Centro benessere,https://www.centrolisticoesteticosublime.it/,346 674 5096,"Via Magenta, 16",Cerignola,,sublimecerignola@yahoo.com,https,Shopify,No,"Cloudflare, Inc.",71,93,92.00,Sì,No
Istituto di Bellezza Afrodite,Centro estetico,,0881 714583,"Via Michele Menichella, 6/F8",Foggia,,,,,,,,,,,
AGORA' CASTELNUOVO DELLA DAUNIA,Bed & Breakfast,http://agora-castelnuovo-della-daunia.com.es/,339 583 0330,"Piazza Plebiscito, 37",Castelnuovo della Daunia,,,http,Zyro,No,arsys.es,55,91,85.00,Stato Non Determinato,No
Centro Estetico Maison Beautè,Centro estetico,,0881 313010,"Via V. Ciampoli, 11",Foggia,,,,,,,,,,,
Centro Estetico LUMIÈRE,Centro estetico,,347 328 5040,"Via Po, 28",Cerignola,,,,,,,,,,,
Beauty Star Centro Estetico,Centro estetico,,328 952 0072,"Via Giuseppe Pavoncelli, 22",Cerignola,,,,,,,,,,,
Egocenter,Centro estetico,,339 159 6825,"Via Tito Livio, 6",Cerignola,,,,,,,,,,,
Grand Hotel Vigna Nocelli,Location per matrimoni,http://www.grandhotelvignanocelli.com/,0881 548109,SS17 Foggia-Lucera Km. 329,Lucera,,info@grandhotelvignanocelli.com,http,React,Sì,Semplify Srl,46,70,92.00,Sì,No
Maison Hejer Bargaoui,Centro benessere,,334 249 0451,"Via Gaetano Amatruda, 34/36",Foggia,,,,,,,,,,,
Hotel Up - Wellness & Spa,Hotel,http://www.spahotelup.it/,0881 721599,"Via Trieste, 14",Foggia,,,http,WordPress,No,"Cloudflare, Inc.",65,88,100.00,Sì,No
Golden Beauty centro estetico,Centro estetico,https://www.goldenbeautyfoggia.it/,0881 707752,"Via Roccantonio F. D'Amelio, 7",Foggia,,,https,Joomla,No,OVH SAS,55,74,92.00,Sì,No
Spazio Estetica Cerignola,Centro estetico,http://www.spazioestetica.it/cerignola,392 651 8030,"Viale di Levante, 121",Cerignola,,cerignola@spazioestetica.it,http,React,Sì,"Cloudflare, Inc.",56,74,92.00,Sì,No
Rosalba Balestra,Centro estetico,https://www.rosalbabalestra.it/,0885 330636,"Vicolo Salento, 17",Cerignola,,,https,WordPress,No,Aruba S.p.A.,56,75,92.00,Sì,No
L'Onda del Benessere,Centro estetico,http://www.londadelbenessere.com/,0881 714147,"Corso Pietro Giannone, 1",Foggia,,,http,React,No,SEEWEB s.r.l.,44,65,77.00,Sì,No
Centro Estetico La Perla Nera,Centro estetico,,0881 633006,"Via Michele Marchianò, 11-13",Foggia,,,,,,,,,,,
Centro Estetico di Halyna Vons,Centro estetico,,329 617 2257,"Via dell'Arcangelo Michele, 13",Foggia,,,,,,,,,,,
Centro olistico Suvaran Tara,Centro yoga,https://olisticasuvarantara.wordpress.com/,349 260 0100,"Corso Aldo Moro, 127",Cerignola,,,https,WordPress,No,"Automattic, Inc",59,99,100.00,Sì,No
Beauty e Slim,Servizio dimagrimento,https://www.beautyeslim.it/,0881 882004,"Viale Cristoforo Colombo, 90",Foggia,,info@beautyeslim.it,https,WordPress,Sì,Aruba S.p.A.,35,60,92.00,Sì,No
E.G.O. Estetica E Benessere Di Moccia Maria Alberta,Centro estetico,,0881 749516,"Viale Giotto, 26",Foggia,,,,,,,,,,,
Estetica 4.0 - Professional Beauty Clinic,Centro estetico,http://www.esteticaquattropuntozero.it/,380 694 8384,"Piazza Umberto Giordano, 57",Foggia,,info@esteticaquattropuntozero.it,http,React,Sì,IT.Gate S.p.A.,43,62,92.00,Sì,No
Stanza del sale Monteleone di Puglia,Centro benessere medico,,328 933 3498,"Via Borgo Molara, 12",Monteleone di Puglia,,,,,,,,,,,
Centro Estetico Beauty Clè,Centro estetico,https://beautycle.it/,329 931 5413,"Corso Pietro Giannone, 71b",Foggia,,beautyclespa@gmail.com,https,React,Sì,OVH SAS,31,36,100.00,Sì,No
L’etoile centro estetico,Centro estetico,,328 655 3973,"Via Paolo Telesforo, 24",Foggia,,,,,,,,,,,
Essential di Flavia Fabio,Centro estetico,,331 386 4381,"Via Giuseppe Pianese, 22",Campobasso,,,,,,,,,,,
L`Oasi del Benessere di Donatella Di Lollo,Centro estetico,,0865 814101,"Via Cese, 18",Cantalupo nel Sannio,,,,,,,,,,,
Area Bellessere Clinic,Centro estetico,http://www.areabellessereclinic.it/,393 802 9359,"P.za Siniscalco Ceci, 11",Foggia,,info@areabellessereclinic.it,http,React,Sì,Server Plan S.r.l.,42,77,100.00,Sì,No
Beauty Oasi & Sun,Centro benessere,,0881 178 0764,"Corso Giuseppe Garibaldi, 123",Foggia,,,,,,,,,,,
Extetika - Epiluxury | Estetica Avanzata,Centro estetico,http://extetikabeautyspecialist.com/,328 406 3172,"Viale Ofanto, 82",Foggia,,beauty.extetika@gmail.com,http,WordPress,Sì,OVH SAS,69,73,92.00,Sì,No
Centro estetico Armonia dei Sensi,Centro estetico,,329 422 8659,"c/da, Via Serra S. Marco, 4 /d",San Bartolomeo in Galdo,,,,,,,,,,,
Residenze Romano & SPA Albergo Diffuso in Centro a Foggia,Albergo benessere,https://www.residenzeromano.it/,329 031 1705,"Via Eolo, 2",Foggia,,info@residenzeromano.it,https,Shopify,Sì,Aruba S.p.A.,63,89,100.00,Sì,No
Centro Estetico Esthelenia.,Centro benessere,,328 162 4379,"Via A. Iannarelli, 90",San Severo,,,,,,,,,,,
Bellezza Benessere Di Solimena Carmela,Centro estetico,,0971 772110,"Via Campanile, 28",Forenza,,,,,,,,,,,
Centro Estetico Percorso Di Bellezza Di Colo' Maria Soccorsa,Centro estetico,,0882 227386,"Via Calatafimi, 4",San Severo,,,,,,,,,,,
Life Balance estetica e benessere di Gentile Michela,Centro estetico,,351 802 2260,"Via Giovanni Battista Bosco Lucarelli, 10",Benevento,,,,,,,,,,,
Esthè Concept,Centro estetico,,339 378 4042,"Vico I Sant'Antonio, 11",Deliceto,,,,,,,,,,,
Valentina C. Studio di Estetica,Centro estetico,https://andreascarpiello.wixsite.com/valentinac,328 973 7750,"Via Marchese de Rosa, 94b",Foggia,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https,React,No,Google LLC,78,98,92.00,Sì,No
Locanda Ballarò,Ristorante,https://locandaballaro.it/,0881 963126,contrada varco sn,Deliceto,,,https,WordPress,Sì,Aruba S.p.A. Network,56,95,92.00,Sì,No
La Methode Di Milone Maria Giuseppina,Centro estetico,,0882 376424,"Sp19 ,87/89",San Severo,,,,,,,,,,,
Centro di Estetica di di Nunno Paola,Centro estetico,,0881 969030,"Via C. di Taranto, 1",Deliceto,,,,,,,,,,,
Istituto Di Bellezza Luna Annecchino Anna Maria,Centro estetico,https://www.istitutodibellezzaluna.it/,333 893 7176,"Via Homs, 41",Foggia,,dibicenterluna@yahoo.it,https,WordPress,Sì,IT.Gate S.p.A.,61,77,100.00,Sì,No
Whitney Concept of Beauty,Centro estetico,,389 216 7975,"Largo Nitti Valentini, 12",Bari,,,,,,,,,,,
Gocce di Benessere SPA-MASSAGGI-ESTETICA-SOLARIUM,Centro benessere,http://www.goccedibenessere.net/,080 972 2892,"Via Giuliani Mauro, 6/m",Bisceglie,,,http,React,No,Aruba S.p.A.,65,89,67.00,Sì,No
"DiversaMente Benessere: Fisioterapia, Nutrizione, Medical Fitness",Fisioterapista,https://www.diversamentebenessere.it/,347 496 4555,"Via Giuseppe Garibaldi, 40",Celenza Sul Trigno,,info@diversamentebenessere.it,https,WordPress,No,Aruba S.p.A. Network,65,63,92.00,Sì,No
Centro Estetico La French Beauty Salon Bari,Centro estetico,http://www.centroestetico.bari.it/,080 964 1033,"Corso Cavour, 104",Bari,,info@lafrench.it,http,Shopify,No,OVH SAS,79,97,100.00,Sì,No
Centro Kinesis,Massaggio-terapista,https://centro-kinesis.jimdosite.com/,331 457 1257,"Via Mancini, 94",Monteleone di Puglia,,,https,Jimdo,No,"Cloudflare, Inc.",53,96,92.00,Stato Non Determinato,No
Pura Vida Massaggi,Massaggio-terapista,http://puravidacentrolistico.it/,347 587 9449,"Via Orfeo Mazzitelli, 264",Bari,,info.puravidacentrolistico@gmail.com,http,WordPress,No,Unified Layer,61,81,85.00,Sì,No
Estetica Karma Bari - Estetica e Parrucchiere Tagliatixilsuccesso,Centro estetico,,080 521 8180,"Via Beata Elia di S. Clemente, 226/228",Bari,,,,,,,,,,,
Altair Estetica Avanzata,Centro estetico,,344 650 8314,"Viale I Maggio, 55",Trinitapoli,,,,,,,,,,,
Beauty Glam estetica e benessere di Cassatella Melissa,Centro estetico,,327 197 3781,Via Zara,Trinitapoli,,,,,,,,,,,
Fayunda Sentieri di Benessere,Centro benessere,http://www.fayunda.it/,080 459 6854,"Via Generale Michele Scattaglia, 2",Adelfia,,,http,ASP.NET,No,Aruba S.p.A. Network,72,94,61.00,Sì,No
Eleven Beauty - MyBeauty Center,Centro estetico,http://www.esteticaveloce.it/,080 975 2512,"Viale Luigi Einaudi, 72",Bari,,logo3_500x@2x.png,http,Shopify,Sì,"Cloudflare, Inc.",47,63,85.00,Sì,No
Beauty&Co Centro Estetico,Centro estetico,http://beautyecofoggia.it/,0881 636746,"Via Giuseppe Normanno, 22",Foggia,,beautyecofoggia@gmail.com,http,WordPress,Sì,Servereasy Srl,91,99,85.00,Sì,No
Artestetica shimai di Biase,Centro estetico,,345 156 9606,"Via Don Giovanni Minzoni, 25",Trinitapoli,,,,,,,,,,,
Centro Di Estetica Elisir Di Lamedica Rachele,Centro estetico,,0883 632975,"Via S. Francesco D'Assisi, 196",Trinitapoli,,,,,,,,,,,
Venere academy,Centro estetico,,320 770 6389,"Corso Trinità, 85",Trinitapoli,,,,,,,,,,,
Giardino Degli Ulivi Resort Masseria,Hotel,https://www.giardinoulivi.com/,0883 630022,"Km 0,500, SP61",Trinitapoli,,giardinodegliulivi@tiscali.it,https,WordPress,No,Aruba S.p.A.,59,69,85.00,Sì,No
Kocoon System,Centro benessere,http://www.kocoonsystem.it/,080 556 0031,"Via Paolo Lembo, 40/C",Bari,,,http,Joomla,No,Aruba S.p.A.,38,54,85.00,Sì,No
Lestetista Marina Racano,Centro estetico,,389 694 1425,"Viale Candelaro, 16",Foggia,,,,,,,,,,,
Il Bell'essere di Mary,Centro estetico,http://www.ilbellesseredimary.it/,0881 639051,"Via Alberto Testi, 26",Foggia,,bellesseredimary@gmail.com,http,WordPress,No,Register.IT S.p.A,60,82,85.00,Sì,No
Sofi Centro Medico Estetico e Benessere Spa,Centro benessere medico,http://www.sofi-center.it/,0824 174 3861,"Contrada Piano Cappelle, 144",Benevento,,info@sofi-center.it,http,WordPress,No,OVH ISP,98,38,92.00,Sì,No
Levante Hotel·· B&b Tremiti,Residence,http://www.levantetremiti.it/,347 224 4191,"Via Giacomo Matteotti, sn",San Domino,,levantetremiti@gmail.com,http,WordPress,No,Aruba S.p.A. Network,59,80,85.00,Sì,No
Centro Benessere Dei Cavalieri,Centro benessere e spa,https://www.centrobenesseredeicavalieri.it/,0883 310244,"Via Foggia, 40",Barletta,,info@centrobenesseredeicavalieri.it,https,Shopify,No,"Cloudflare, Inc.",52,93,92.00,Sì,No
Italia Salute srl,Centro di riabilitazione,http://www.italiasalute.care/,0883 634486,"Via Reggio Calabria, 69",Trinitapoli,,info@italiasalute.care,http,Plone,No,OVH SAS,57,91,92.00,Sì,No
Hotel le Viole,Hotel,http://www.leviole.com/,0882 463312,"Via della Cantina Sperimentale, 44",Isole Tremiti,,info@leviole.com,http,WordPress,No,Aruba S.p.A. Network,43,75,92.00,Sì,No
Agrimperiale S.p.A.,Produzione e vendita di scorte alimentari,http://www.agrimperiale.it/,0883 197 8044,"SS544, 22",Trinitapoli,,info@agrimperiale.it,http,Shopify,No,Netsons s.r.l.,60,81,92.00,Sì,No
Hotel Mare Blu,Hotel,,349 542 8608,"Via della Cantina Sperimentale, 40",Isole Tremiti,,,,,,,,,,,
Sunstore & Private SPA - Centro Benessere Trani,Centro benessere e spa,http://www.sunstorespa.it/,0883 400547,"Via Bari, 39",Trani,,,http,WordPress,No,Google LLC,28,64,85.00,Sì,No
META BEAUTY - Centro Estetico Bari,Centro estetico,https://www.paginesi.it/scheda/meta-beauty-centro-estetico-trucco-semipermanente-laminazione-ciglia-e-sopracciglia/19609696/,345 034 6719,"Via Giuseppe Fanelli, 206/16",Bari,,rosa.demasrl@gmail.com,https,React,Sì,OVH SAS,65,90,54.00,Sì,No
Hotel Kyrie Isole Tremiti,Hotel,http://www.hotelkyrieisoletremiti.it/,0882 463232,"Loc. San Domino, Via dei Cameroni",Isole Tremiti,,kyrie@primahotel.it,http,Angular,No,Google LLC,56,79,85.00,Sì,No
Isole Tremiti MicroHotel Albergo Rossana,Hotel,,347 577 2958,"Via Federico II, 4",Isole Tremiti,,,,,,,,,,,
B&B Villa Olimpia Isole Tremiti,Bed & Breakfast,http://www.isole-tremiti-villa-olimpia.it/,0882 463489,"Via Cristoforo Colombo, 3",Isole Tremiti,,,http,React,No,Serverplan s.r.l.,66,59,100.00,Sì,No
Villaggio Punta Del Diamante,Parco vacanze,http://www.puntadeldiamante.it/,0882 463405,Punta del Diamante,"San Domino, Isole Tremiti",,,http,Joomla,Sì,Umbrianet S.R.L.,57,75,92.00,Sì,No
Hotel Ristorante Gabbiano,Hotel,http://www.hotel-gabbiano.com/,0882 463410,"Via Giuseppe Garibaldi, 5",Villaggio San Domino,,info@hotel-gabbiano.com,http,ASP.NET,Sì,Aruba S.p.A.,64,90,92.00,Sì,No
RELAIS AL FARO,Bed & Breakfast,http://www.alfarotremiti.it/,0882 463424,"Via Aldo Moro, 22",Villaggio San Domino,,info@alfarotremiti.it,http,WordPress,No,Aruba S.p.A. Network,61,77,91.00,Sì,No
Aquodiving Tremiti,Centro immersioni,http://www.aquodivingtremiti.com/,366 426 3189,punta del diamante,San Domino,,,http,React,Sì,Google LLC,9,37,100.00,Sì,No
Frontemare Hotel Village & Spa | Gargano,Hotel,http://www.frontemarepuglia.it/,0884 965579,Via Belvedere,Rodi Garganico,,,http,React,No,"Amazon.com, Inc.",39,70,92.00,Sì,No
Angelica La Riccia delle Tremiti,Noleggio barche,https://www.laricciadelletremiti.it/,348 917 1971,San Domino Biglietteria 13 Porto San Domino,Isole Tremiti,,info@laricciadelletremiti.it,https,React,Sì,Netsons s.r.l.,60,90,92.00,Sì,No
Centro Benessere Pegaso,Spa,,0884 565643,"Via Nicola Mantuano, 15",Monte Sant'Angelo,,,,,,,,,,,
Albergo Il Giardino I Rodi Garganico,Hotel,http://www.albergoilgiardino.com/,0884 355441,Contrada Scopparone,Rodi Garganico,,info@albergoilgiardino.com,http,React,Sì,Semplify Srl,86,70,100.00,Sì,No
Hotel La Tramontana,Hotel,http://www.tramontanatremiti.com/,0882 463455,"Via Beato Giovanni da Foligno, 2",Isole Tremiti,,contact@mysite.com,http,WordPress,No,Netsons s.r.l.,66,88,77.00,Sì,No
Villa Paradiso,Bed & Breakfast,https://villa-paradiso.italiapaesaggiviaggi.top/,0882 463400,"Via Beato Giovanni da Foligno, 2",Isole Tremiti,,,https,WordPress,No,Contabo GmbH,55,84,85.00,Sì,No
Hotel Relais dei Normanni,Hotel,https://www.hotelrelaisdeinormanni.it/,0884 565653,Via Raffaele Ciuffreda,Monte Sant'Angelo,,info@hotelrelaisdeinormanni.it,https,Shopify,No,Aruba S.p.A. Network,56,48,83.00,Sì,No
PaleXtra Gymnasium,Palestra,,349 754 6425,"Corso Cesare Battisti, 192",Ischitella,,,,,,,,,,,
Hotel La Vela,Hotel,https://www.hotel-lavela.it/,0882 463254,"Viale Amerigo Vespucci, 17",Isole Tremiti,,info@hotel-lavela.it,https,Shopify,No,Aruba S.p.A. Network,78,88,100.00,Sì,No
Riserva naturale marina Isole Tremiti,Attrazione turistica,https://www.riservamarinaisoletremiti.it/,0884 568911,"Isole Tremiti, Puglia",Monte Sant'Angelo,,info@riservamarinaisoletremiti.it,https,Joomla,No,Aruba S.p.A.,43,38,85.00,Sì,No
Masseria Procacci,Agriturismo,http://www.masseriaprocacci.it/,379 242 0167,"Strada Provinciale, 51 bis c/o masseria procacci contrada forchione snc",Ischitella,,info@masseriaprocacci.it,http,WordPress,No,Hetzner Online GmbH,66,83,100.00,Sì,No
D'Errico Girolama,Medico,,0884 996471,"via Pietro Giannone, 7",Ischitella,,,,,,,,,,,
Ottica Photo Si | Ischitella,Ottico,,0884 995679,"via Pietro Giannone, 5",Ischitella,,,,,,,,,,,
Unica - Centro di Consulenza Estetica,Centro estetico,,348 825 3358,"Via Luigi Allegato, 94",Manfredonia,,,,,,,,,,,
Manipura beauty e relax manfredonia,Centro estetico,,366 458 2439,"Via Scaloria, 147",Manfredonia,,,,,,,,,,,
LAMALVALAB laboratorio analisi cliniche,Laboratorio medico,,393 796 6820,"Via Vittime Stazione di Bologna, 16",Ischitella,,,,,,,,,,,
GROTTA DEL SALE MANFREDONIA,Centro benessere medico,,366 256 3911,"Viale Aldo Moro, 41",Manfredonia,,,,,,,,,,,
SISU Centro Estetico di Margherita Potito,Centro estetico,,0884 195 2039,"Via Umberto Giordano, 49",Manfredonia,,,,,,,,,,,
Afrodite Centro Estetico,Centro estetico,,346 771 2589,"Via Arpi, 5",Manfredonia,,,,,,,,,,,
"Bed&Breakfast ""Belvedere""",Bed & Breakfast,https://www.ctbelvedere.it/,345 842 8735,"Contrada Belvedere, Snc, primo piano",Ischitella,,info@ctbelvedere.it,https,WordPress,Sì,Aruba S.p.A.,45,88,85.00,Sì,No
Centro Bellezza e Benessere di Mazzamurro Rosa,Centro estetico,,0884 511598,"Viale dell'Arcangelo, 46",Manfredonia,,,,,,,,,,,
Villaggio Uliveto,Hotel Resort,http://www.eurovacanzevillaggi.com/,0884 965387,Contrada Ripa,Rodi Garganico,,wordpress@example.com,http,WordPress,No,Aruba S.p.A. Network,61,87,92.00,Sì,No
Centro Estetico Marinella,Centro estetico,,0884 513232,"Via Gargano, 103",Manfredonia,,,,,,,,,,,
"Samaan - Centro Estetico e Benessere, Palestra, Piscina",Palestra,,0884 516457,"Via Arte della Ceramica, 1",Manfredonia,,,,,,,,,,,
Miriam Istituto di Bellezza,Centro estetico,,0884 937277,"Via Pulsano, 82",Manfredonia,,,,,,,,,,,
Studio Olivieri,Centro estetico,,0884 588597,"Corso Manfredi, 129",Manfredonia,,,,,,,,,,,
Grand Hotel La Chiusa di Chietri,Hotel,https://www.lachiusadichietri.com/entra-2/hotel/,080 432 5481,"SS 172 dei Trulli, km 29, 800",Alberobello,,cropped-Risorsa-3@150x-32x32.png,https,WordPress,No,Aruba S.p.A. Network,56,61,85.00,Sì,No
Naturist Club Parco del Gargano,Area di campeggio,http://www.naturistgargano.it/,338 703 9040,Contrada Viadotto Pietrafitta,Ischitella,,naturistgargano51@gmail.com,http,WordPress,No,Server Plan S.r.l.,55,64,100.00,Sì,No
Edelweiss | centro estetico,Centro estetico,,392 433 1145,"Via Favorita, 89/A",Campomarino,,,,,,,,,,,
BV - Segreti di Bellezza Manfredonia,Centro estetico,https://segretidibellezzamanfredonia.com/,0884 581385,"Piazza della Libertà, 1b",Manfredonia,,info@segretidibellezzamanfredonia.com,https,WordPress,No,Google LLC,54,82,100.00,Sì,No
Arte Bellezza Di D Errico Emilia,Centro estetico,,0884 661964,"Via della Croce, 2",Manfredonia,,,,,,,,,,,
Afrodite Centro Benessere Di Di Giordano Concepita Mariana,Spa,,0882 078061,"Via Roma, 143",San Paolo di Civitate,,,,,,,,,,,
IL TEMPIO DELLA BELLEZZA,Centro estetico,,328 123 7279,"Corso Giuseppe Garibaldi, 137",Serracapriola,,,,,,,,,,,
Medicina Estetica Dr. Elena Ricci Barbini a Manfredonia Foggia,Centro benessere medico,https://medesteticriccibarbini.com/,350 579 6822,"Via Gargano, 67/B",Manfredonia,,,https,Shopify,No,"DigitalOcean, LLC",62,85,92.00,Sì,No
Regiohotel Manfredi,Hotel,http://www.regiohotel.it/,0884 530122,"per S. G. Rotondo (Km 12, SP58",Manfredonia,,info@regiohotel.it,http,React,Sì,Server Plan S.r.l.,47,57,100.00,Sì,No
Bella Vita S.r.l.,Ufficio aziendale,http://bellavitainpuglia.it/,0883 192 6170,"Via degli Aragonesi, 2",Bisceglie,,info@bellavitainpuglia.it,http,Shopware,Sì,Fastweb SpA,56,55,92.00,Sì,No
A Silvia,Centro estetico,,379 197 3344,"Via della Croce, 73/NB",Manfredonia,,,,,,,,,,,
Beauty & Spa Di Adelaide Stasulli Sas,Centro estetico,,0881 979490,"5, Via Saurino, Troia, FG 71029",Troia,,,,,,,,,,,
Centro benessere Raheel,Centro benessere,,328 622 8337,"Via degli Iapigi, 46",San Nicandro Garganico,,,,,,,,,,,
Gio's beauty paradise,Centro estetico,,0882 644007,"Via Melissa, 53",Apricena,,,,,,,,,,,
Centro Estetico Lucy Nails Foggia,Centro benessere,,347 563 3831,"Via Chiaromonte, 23",Poggio Imperiale,,,,,,,,,,,
Atmosphere,Centro benessere,,0874 61183,"Via San Giovanni, 4/A",Campobasso,,,,,,,,,,,
Padma yoga e benessere Manfredonia,Centro yoga,,366 257 7768,"Via S. Lorenzo, 98",Manfredonia,,,,,,,,,,,
Iaconeta Parrucchieri - Centro Estetico,Centro benessere,https://www.gfiaconetaparrucchieri.it/,0884 587422,"Via S. Giovanni Bosco, 19",Manfredonia,,gf.centroestetico@libero.it,https,WordPress,Sì,Aruba S.p.A. Network,62,74,100.00,Sì,No
Dermamente di Rosalba Bissanti,Centro estetico,https://www.dermamente.it/centro-dermamente-manfredonia/,368 2536 1255,"Via Gargano, 176",Manfredonia,,info@dermamente.it,https,Shopify,No,Aruba S.p.A. Network,56,77,77.00,Sì,No
Elisir,Centro estetico,,338 676 2624,"Viale della Gioventù, 7C",San Giovanni Rotondo,,,,,,,,,,,
Malisy Beauty Center,Centro estetico,,348 295 2078,"Via Padre Pietro, 6",Apricena,,,,,,,,,,,
