Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email,Protocollo,Tecnologia,Cookie Banner,Hosting Provider,Mobile Performance,Desktop Performance,Punteggio SEO,Disponibilità Sito,Stato Manutenzione
Studio Dentistico Dott. Ravera Riccardo,Dentist,,0125 612568,"Via Circonvallazione, 4/C",Banchette,,,,,,,,,,,
Sacchi Dr. L. E Pagliano Dr. A.,Dentist,http://studiosacchipagliano.it/,011 946 8427,"Piazza Vittorio Veneto, 27",Arignano,,info@studiosacchipagliano.it,https,Altro,Sì,Register.it-Hosting,61,79,91.00,Yes,No
Bonello Dr. Francesco,Dentist,,0125 40200,"Corso Massimo D'Azeglio, 65",Ivrea,,,,,,,,,,,
Nazha Dr. Adnan,Dentist,,0125 650119,"Via Vallesa, 18",Montalto Dora,,,,,,,,,,,
Dr. Enrico Protti Studio Medico Dentistico,Dentist,http://studiodentisticoalmese.myadj.it/,011 935 1211,"Via Avigliana, 11",Almese,,,https,Altro,No,,79,97,92.00,Yes,No
Studio Dentistico Marinella Durando,Dentist,,0125 45806,"Viale Monte Stella, 2B",Ivrea,,,,,,,,,,,
Dentista - Dottor Massimiliano Pollono,Dentist,,0125 48282,"Corso Costantino Nigra, 60",Ivrea,,,,,,,,,,,
Studio Calvetti S.A.S. di Calvetti Veronica & C.,Dentist,,015 666477,"Via Roma, 15",Mongrando,,,,,,,,,,,
Studio Dentistico dott. Matteo Piras,Dentist,http://www.dottorpiras.com/,371 420 2950,"Via Sandro Pertini, 10/piano terra",Montalto Dora,,studiodentisticopiras@gmail.com,https,Altro,No,Google-Cloud,91,96,83.00,Yes,No
Cipelli Dr. Cristiano,Dentist,,0125 620033,"Via Cardinale Richelmy, 24",Ivrea,,,,,,,,,,,
Studio Odontoiatrico Due C,Dentist,http://www.studiodentisticoduec.it/,0125 617336,"Corso Vercelli, 332/G",Ivrea,,studiomedicodue.c@gmail.com,https,WordPress,No,Aruba-DNS,56,84,92.00,Yes,No
Studio Dentistico Dr. Melai,Dentist,https://studio-dentistico-dr-melai.jimdosite.com/,0125 48511,"Corso Massimo D'Azeglio, 38/Scala A",Ivrea,,,https,Jimdo,No,,51,79,92.00,No - Accesso Negato (403),No
DentalPro Pavone Canavese,Dental clinic,https://www.dentalpro.it/centri/dentista-pavone-canavese/,0125 186 5266,"c/o Centro Commerciale Pavone, Via Circonvallazione, 95",Pavone Canavese,,rec.pavone@dentalpro.it,https,WordPress,Sì,Sconosciuto,53,50,92.00,Yes,No
Centro Odontoiatrico Preventivo Studio Associato,Dentist,http://www.centrodontoiatricopreventivo.it/,0125 45612,"Via Torino, 38 bis/38/bis",Ivrea,,centro_odontoiatrico@libero.it,http,Altro,No,Aruba-Hosting-(Technorail),60,73,83.00,Yes,No
Studio Medico Dentistico Dr. C. Aliberti,Dentist,https://www.studiodentisticoaliberti.com/,0125 612640,"Via Emilio Pinchia, 2",Ivrea,,info@studiodentisticoaliberti.it,https,Altro,No,Register.it-Hosting,0,84,92.00,No - Accesso Negato (403),No
Naretto Dr. Silvano,Dentist,http://www.studionaretto.it/,0125 40104,"Piazza Alfonso La Marmora, 12",Ivrea,,studionaretto@gmail.com,https,WordPress,Sì,SiteGround,52,74,100.00,Yes,No
Studio dentistico REDA S.r.l.,Dentist,http://redastudiodentistico.it/,345 734 9380,"Str. Via S. Martino, 10",San Giorgio Canavese,,info@redastudiodentistico.it,https,Altro,Sì,ABDns-Hosting,64,83,100.00,Yes,No
STUDIO DENTISTICO DOTT. BEVOLO CLAUDIO GIUSEPPE,Dentist,,0125 43233,"Viale Monte Stella, 2 F",Ivrea,,,,,,,,,,,
Studio Sandrono,Dentist,https://studiosandrono.it/,0125 752173,"P.za Germanetti, 13",Borgofranco d'Ivrea,,pietrosandrono@gmail.com,https,Errore: HTML e intestazioni non disponibili,,Register.it-Hosting,57,63,85.00,No - Timeout,
Giordano Dr. Domenico,Dentist,,0125 752585,"SP73, 5",Borgofranco d'Ivrea,,,,,,,,,,,
Studio Dentistico Dott. Bolsi Alessio,Dentist,,011 934 1174,"Via Luigi Einaudi, 8",Avigliana,,,,,,,,,,,
Ciccarello Dr. Giorgio,Dentist,,011 932 8709,"Corso Laghi, 37",Avigliana,,,,,,,,,,,
Dr. Chiecchio Studio Dentistico-Odontostomatologico,Dentist,,011 931 1978,"Viale Roma, 17",Avigliana,,,,,,,,,,,
Delpiano Dr. Ivan Mario,Dentist,,011 931 2693,"Via Benedetto Croce, 10",Avigliana,,,,,,,,,,,
Studio Di Medicina Odontoiatrica,Dentist,,0125 634039,"Corso Costantino Nigra, 14",Ivrea,,,,,,,,,,,
Dott. Saudino - Chine Massimo,Dentist,,0125 49054,"Corso Massimo D`Azeglio, 38",Ivrea,,,,,,,,,,,
DentalPro Rivoli CC Rivoli,Dental clinic,https://www.dentalpro.it/centri/dentista-rivoli-cc-rivoli/,011 1988 5005,"c/o Centro Commerciale, Corso Susa, 305",Rivoli,,rec.rivoli2@dentalpro.it,https,WordPress,Sì,Sconosciuto,51,71,92.00,Yes,No
Studio Medico Associato Laghi Dei Dottori Benedetto Bonardi Chiampo Favro Mantovan,Dentist,,011 932 8373,"Corso Laghi, 64/A",Avigliana,,,,,,,,,,,
Michele Sidoti,Dentist,,011 939 9282,"Viale M. Gandhi, 7",Avigliana,,,,,,,,,,,
Maestro Dr. Dario,Dental laboratory,,011 822 4632,"Via IV novembre, 21/2",Avigliana,,,,,,,,,,,
Tedeschi Dr. Mauro,Dentist,http://www.tedeschiavigliana.it/,011 931 3144,"Corso Torino, 156",Avigliana,,info@officinaodus.it,https,Altro,No,Aruba-DNS,49,61,92.00,Yes,No
VDent Studio Dentistico Avigliana,Dentist,http://www.vdent.it/,011 068 2258,"Via Generale C. Alberto dalla Chiesa, 7",Avigliana,,reception@vdent.it,https,ASP.NET,Sì,Hetzner,62,71,92.00,Yes,No
Manfredi Costanza,Dentist,https://studiomanfredicostanza.it/,0125 613185,"CONDOMINIO MONTE STELLA, Via Castellamonte, 5",Banchette,,studio@studiomanfredicostanza.it,https,WordPress,Sì,Sconosciuto,42,89,92.00,Yes,No
Gabriella Napoli Canali Dentista,Dentist,http://www.studiodentisticonapolicanali.it/,0125 48552,"Via Circonvallazione, 28",Ivrea,,,http,Altro,No,Register.it-Hosting,99,100,73.00,No - Accesso Negato (403),No
Studio Dentistico Dr.ssa Volterrani Avigliana,Dentist,https://www.volterrani.it/,011 931 1795,"Corso Laghi, 22",Avigliana,,,https,Altro,Sì,Register.it-Hosting,66,92,83.00,Yes,No
Studio Dentistico Fasci,Dentist,http://www.studiodrfasci.it/,011 931 3051,"Via Sant'Agostino, 36",Avigliana,,studiodentisticofasci@gmail.com,https,WordPress,Sì,SiteGround,59,80,100.00,Yes,No
Studio Dentistico Ghia,Doctor,http://www.studiodentisticoghia.it/,011 932 1523,"Corso Laghi, 8",Buttigliera Alta,,studio.ghiantonella@gmail.com,https,ASP.NET,No,Hetzner,60,80,91.00,Yes,No
Giangregorio Dr. Maria Cristina,Dentist,,011 931 2332,"Via Benedetto Croce, 1/B",Avigliana,,,,,,,,,,,
Cremona Dr. Pietro Studio Dentistico,Dentist,https://www.studiocremona.com/,0125 49002,"Via Torino, 195",Ivrea,,studio-cremona@libero.it,https,WordPress,No,Sconosciuto,59,80,100.00,Yes,No
Centri Medici Primo,Dental clinic,https://www.centridentisticiprimo.it/centro-dentistico-a-buttigliera/?utm_source=google&utm_medium=organic&utm_campaign=googlebusinessprofile,011 932 2007,"Corso Superga, 31",Buttigliera Alta,,info.buttigliera@centriprimo.it,https,WordPress,No,Sconosciuto,45,62,92.00,Yes,No
Studio Dentistico Procaccini,Dentist,http://www.centroprocaccini.it/,011 932 7476,"Via S. Giuseppe, 3",Avigliana,,,https,WordPress,No,OVH-Hosting,56,81,100.00,Yes,No
Studio Dentistico Dr. Ostorero Fabrizio,Dentist,http://studiostorero.com/,011 936 6555,"Via Moncenisio, 192",Drubiaglio-Grangia,,,https,WordPress,No,Aruba-DNS,82,99,77.00,Yes,No
Oliva Dr. Marco,Dentist,,011 936 3299,"Via Sant'Antero, 16",Giaveno,,,,,,,,,,,
Laboratorio Odontotecnico Baro Paolo,Dental laboratory,,011 932 0445,"Corso Torino, 61",Avigliana,,,,,,,,,,,
Studio Dentistico Giaipron Dott. Luciano,Dentist,,011 936 5726,"Via Romarolo, 15/A",Giaveno,,,,,,,,,,,
Gruppo DAM - fresissima,Dental supply store,http://www.gruppodam.it/,011 221 7760,"Viale M. Gandhi, 3",Avigliana,,,https,Altro,No,OVH-Hosting,57,84,92.00,Yes,No
Studio Dentistico Le.Gozzelino Rosta,Dentist,http://www.dentista-rosta-gozzelino.it/,011 954 1223,"Via Buttigliera Alta, 15",Rosta,,studiogozzelino.gabriella@gmail.com,https,WordPress,No,Serverplan,56,75,85.00,Yes,No
Bocchiardi Silvano,Dental laboratory,,0121 55678,"Via Parrocchia Vecchia, 2",Bibiana,,,,,,,,,,,
Giraudo Dr. Sergio,Dentist,,0121 55381,"Via Pinerolo, 34",Bibiana,,,,,,,,,,,
Medicina Estetica del Viso - Dottoressa Alessandra de Palma - Medicina Estetica,Orthodontist,,353 453 5302,"Via Roma, 14",Baldissero Torinese,,,,,,,,,,,
Montanino Eugenio,Dentist,,011 940 8937,"Via Pavarolo, 20/A",Baldissero Torinese,,,,,,,,,,,
Sciarrino Salvatore,Dental laboratory,,347 271 3560,"Via Superga, 2",Baldissero Torinese,,,,,,,,,,,
Oberto Dr. Franco,Dentist,,0124 68622,"Via Torino, 13",Cuorgnè,,,,,,,,,,,
Medical Lab Avigliana,Medical Center,http://www.medicallab.it/,011 934 8878,"7, Viale M. Gandhi, 3",Avigliana,,torino@medicallab.it,https,WordPress,Sì,Aruba-DNS,45,47,100.00,Yes,No
Clínica Dental Bibiana García - Clínica Dental en Algeciras,Dentist,https://bibidentista.com/,+34 856 22 42 46,"Av. Virgen del Carmen, 64, 5",Algeciras,,consulta@bibidentista.com,https,WordPress,No,1&1-IONOS,56,89,100.00,Yes,No
EDENT - EQUILIBRIO DENTALE | centro polispecialistico Bibiana,Medical Center,,0121 55129,"Via Cavour, 26",Bibiana,,,,,,,,,,,
Studio Odontoiatrico Dott. Andrea Giay Levra,Dentist,,011 937 6042,"Piazza Molines, 29",Giaveno,,,,,,,,,,,
Linea Azzurra di Mazza Salvatore,Dentist,,0124 78277,"Via Levone, 2 bis",Forno Canavese,,,,,,,,,,,
Marchetti Dr. Marco,Dentist,,011 931 2523,"Corso Laghi, 47",Avigliana,,,,,,,,,,,
Studio Dentistico Dott.ssa Valeria Mori,Medical office,,392 498 3691,"Via Antonio Gramsci, 2",Cuorgnè,,,,,,,,,,,
Tartara Ferrando Luisa Anna Maria,Dentist,,0124 657566,"Via Don Giovanni Minzoni, 3",Cuorgnè,,,,,,,,,,,
Studio Odontoiatrico Lorenzatti,Dentist,http://www.studiolorenzatti.it/,0175 346008,"Via Bagnolo, 3",Barge,,info@studiolorenzatti.it,https,WordPress,No,Sconosciuto,60,81,100.00,Yes,No
Centro Medico Grugliasco,Medical Center,http://www.centromedicogrugliasco.it/,011 1988 7774,"Via G. Lupo, 60",Grugliasco,,info@centromedicogrugliasco.it,https,WordPress,Sì,Aruba-Hosting-(Technorail),73,46,92.00,Yes,No
DentalPro Ciriè,Dental clinic,https://www.dentalpro.it/centri/dentista-cirie/,011 1988 7412,"c/o Gallerie Bennet, Via Battitore, 100",Ciriè,,rec.cirie@dentalpro.it,https,WordPress,Sì,Sconosciuto,47,83,92.00,Yes,No
Studio Dentistico dr. BILOTTO L. dr. SILVESTRI G.,Dentist,,0121 900254,"Viale E. de Amicis, 63",Luserna San Giovanni,,,,,,,,,,,
Charisma Dental Surgery Dr. Antonio Gatto,Dentist,http://www.studiocharisma.it/,0124 650511,"Via Ivrea, 12",Cuorgnè,,segreteria@studiocharisma.it,https,WordPress,No,Aruba-DNS,78,96,100.00,Yes,Yes
Studio dentistico dott.Ossola Gualtiero,Dentist,,334 877 5419,"V. Guglielmo Marconi, 13",Pont Canavese,,,,,,,,,,,
Sanodent di Marco Piccone,Dentist,,0124 629384,"Via Don Giovanni Minzoni, 1",Cuorgnè,,,,,,,,,,,
Studio Dentistico Associato Dott.Ri Spina,Dentist,,0124 860878,"Via B. Castagneri, 12",Forno Canavese,,,,,,,,,,,
CLINICA DENTALE PROF. ROMAGNOLI,Dentist,http://www.dentista-romagnoli.it/,0124 616487,"Corso Villanova, 2",Valperga,,,https,WordPress,No,Sconosciuto,60,90,92.00,Yes,No
Studio Odontoiatrico Associato - Dr.Maurizio Calo' Dr. Natalino Papoll,Dentist,,011 983 8044,"Piazza S. Bartolomeo, 5",Vische,,,,,,,,,,,
Centro Medico e Odontoiatrico Vitality,Orthopedic surgeon,,0124 68435,"Via Torino, 31",Cuorgnè,,,,,,,,,,,
Studio Dentistico Gaveglio - Bagnolo P.te,Dentist,https://studiodentisticogaveglio.it/,0175 348075,"Via G. Leopardi, 2",Bagnolo Piemonte,,studiodentisticogaveglio@gmail.com,https,WordPress,Sì,Aruba-DNS,45,88,92.00,Yes,No
Ossola Gualtiero Studio dentistico,Dentist,,011 920 5955,"Via Matteo Pescatore, 12",Cirié,,,,,,,,,,,
Centro Medico Odontoiatrico,Dentist,,0125 613373,"Piazza Martiri della Libertà, 1",Banchette,,,,,,,,,,,
Studio Dentistico Palomba Dott. Andrea,Dentist,http://www.andreapalomba.it/,338 330 3763,"Via I Maggio, 40",Luserna San Giovanni,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https,React,No,Wix,60,86,100.00,Yes,No
Studio Odontoiatrico Associato Dr. Berta - Poncino,Dentist,,0124 658630,"Via Giuseppe Verdi, 45",Valperga,,,,,,,,,,,
Studio Dentistico Dott. Cagninei,Dentist,,0124 666024,"Via Torino, 24",Cuorgnè,,,,,,,,,,,
Centro Medico Pasteur,Public medical center,http://www.centromedicopasteur.com/,011 937 7105,"Via Coazze, 7",Giaveno,,,https,WordPress,Sì,Sconosciuto,46,39,100.00,Yes,No
Studio Allais Ortodonzia,Dentist,,011 936 3345,"Via Umberto I°, 12",Giaveno,,,,,,,,,,,
Studio Dentistico Sicca Dr. Claudio,Dentist,https://www.studiodentisticosicca.com/,391 477 7972,"Via L. Einaudi, 64",Forno Canavese,,studiosicca@virgilio.it,https,Adobe Experience Manager,Sì,Wix,65,92,100.00,Yes,No
Studio Medico Odontoiatrico Associato Ronco Savoini,Dentist,,011 912791,"Piazza Francesco Rovere, 12",Castagneto Po,,,,,,,,,,,
Luraghi Giorgio,Dental laboratory,,0124 620111,"Corso Roma, 8",Cuorgnè,,,,,,,,,,,
Buoso Enrico,Dentist,,0124 501015,"Via Barello, 7",Bairo,,,,,,,,,,,
Poliambulatorio Medico Odontoiatrico San Giorgio Sas di Zanotti Tania,Dentist,http://www.pmosangiorgio.it/,338 388 3370,"Via Carlo Alberto, 3",San Giorgio Canavese,,,http,ASP.NET,No,Aruba-Hosting-(Technorail),65,96,100.00,Yes,No
Centro Servizi Medici Smile Srl,Dentist,https://csmsmile.it/#centro-servizi-medici-smile-cuorgne-home,0124 666600,"Corso Roma, 8",Cuorgnè,,,https,Errore: HTML e intestazioni non disponibili,,,0,0,0.00,No - Errore di connessione,
Dentista Moncalieri - Studio Dentistico Ventura,Dentist,https://www.dottorventura.it/,011 642671,"Via Cristoforo Colombo, 18",Moncalieri,,centrostudi@dottorventura.it,https,Altro,No,Aruba-Hosting-(Technorail),61,83,100.00,Yes,No
Studio Odontoiatrico Infantile Gaido - Taddia,Dentist,,011 966 3131,"Via G. Mazzini, 68",Alpignano,,,,,,,,,,,
Dentista Ciochetto Gianni Battista,Dentist,,0125 516554,"Piazza Martiri, 5",Pavone Canavese,,,,,,,,,,,
Studio dentistico Dott. Marco Garrone,Dentist,,011 966 3019,"Via Andrea Provana, 16",Alpignano,,,,,,,,,,,
Dott.Riccardo Bruzzese,Dentist,https://www.doctolib.it/odontoiatra/alpignano/riccardo-bruzzese,011 967 3821,"Via Francesco Baracca, 10",Alpignano,,ab4f5343d97c4399bb5352f61065a64d@o38419.ingest.sentry.io,https,React,No,Cloudflare,31,44,85.00,Yes,Yes
Centro Dentistico Alpignano (S.A.S.),Dentist,,011 966 2912,"Viale Nord, Via Nestore Delù, 4",Alpignano,,,,,,,,,,,
Centro Dentale Pianezza S.n.c di Carrera P.& C,Dentist,,011 994 3143,"Piazza Papa Giovanni Paolo II, 2",Pianezza,,,,,,,,,,,
Centro Odontoiatrico - V. & R. Poliambulatorio Medico Dentistico,Dentist,https://www.studiover.it/,0124 29935,"Via S. Francesco D'Assisi, 7",Rivarolo Canavese,,info@studiover.it,https,WordPress,Sì,Aruba-DNS,62,87,92.00,Yes,No
Alpegiani Dr. Mirko,Dentist,https://studio-reggio.webnode.it/,351 680 3303,"Via Reggio, 27",Turin,,contatto@esempio.it,https,Webnode,No,,65,95,100.00,Yes,Yes
Medicina Legale Odontoiatrica - Dott. Roberto Romagnoli,Medical examiner,https://medicinalegaleodontoiatrica.com/,346 974 1703,"Corso Villanova, 2",Valperga,,,https,WordPress,No,ABDns-Hosting,59,74,92.00,Yes,No
Centro Dentistico Sciacero,Dental clinic,http://www.sciacero.it/,0124 513584,"Via Adriano Ghione, 31",Castellamonte,,segreteria@sciacero.it,http,WordPress,Sì,Netsons,42,61,92.00,Yes,No
Galati Dr. Raffaele,Dentist,,011 966 4129,"Piazza Caduti, 5",Alpignano,,,,,,,,,,,
Centro Odontoiatrico Va.Ma Dent,Dentist,,011 967 7623,"largo 2 giugno, 1",Pianezza,,,,,,,,,,,
Centro Dentistico T. & F.,Dentist,,011 967 3696,"Viale Vittoria, 33",Alpignano,,,,,,,,,,,
Studio dentistico Gavotti del Dr. Alberto Gavotti,Dentist,https://www.studiogavotti.it/,331 745 1634,"Via Peradotto, 12",Valperga,,,https,WordPress,,Register.it-Hosting,0,0,0.00,No - Timeout,No
MARCO ALLOA,Dentist,,0124 617167,"Corso Villanova, 1",Valperga,,,,,,,,,,,
Studio Dentistico Dott. Riso Massimo a Castellamonte ( To),Dentist,http://www.studiodentisticorisomassimo.it/,0124 581698,"Via XXV Aprile, 8/b",Castellamonte,,info@studiodentisticorisomassimo.it,https,WordPress,Sì,Aruba-DNS,56,63,92.00,Yes,No
Tecnodental Center,Dentist,http://www.tecnodentalcenter.it/,0124 501390,"Via Roma, 5",Torre Canavese,,,https,WordPress,No,ABDns-Hosting,96,0,100.00,Yes,No
Dentisti Susa 156 - Studio Dentistico Rivoli,Dentist,http://www.dentistirivoli.it/,011 956 3002,"Corso Susa, 156",Rivoli,,info@dentistisusa156.it,https,WordPress,No,Serverplan,45,59,100.00,Yes,No
Dott. Adriano Bachioni,Dentist,,011 967 6416,"Piazza Caduti, 8",Alpignano,,,,,,,,,,,
Dr.ssa D'Amico Eleonora,Dentist,https://www.studiodentisticodamico.it/,393 302 6890,"Corso Fratelli Cervi, 27",Collegno,,,https,React,Sì,Aruba-DNS,59,98,61.00,Yes,No
"Studio Odontoiatrico ""Centro Del Sorriso""",Dentist,https://www.ilcentrodelsorriso.eu/,011 953 2884,"Corso Susa, 242",Rivoli,,centrodelsorrisorivoli@gmail.com,https,Altro,No,Register.it-Hosting,72,90,92.00,No - Accesso Negato (403),No
MD S.p.A.,Supermarket,,320 458 5408,"Via Cavour, 123",Alpignano,,,,,,,,,,,
Dental in – Dentista Rivoli - Centro Odontoiatrico,Dentist,https://www.dentista-rivoli.it/,011 959 3367,"C.so Francia, 195",Rivoli,,rivoli@dentalin.it,https,WordPress,Sì,ServerPlan,64,79,92.00,Yes,No
Dr. Alessandro Fasano,Dentist,,011 308 1379,"Piazza Omero, 16",Turin,,,,,,,,,,,
Studio Medico,Dentist,http://www.dentistarusso-torino.it/,011 350648,"Via Tirreno, 151",Turin,,,http,Altro,No,Register.it-Hosting,99,100,73.00,No - Accesso Negato (403),No
Studio Dentistico Dr. Ivaniuc M. Valentin,Dentist,https://dottorivaniuc.it/,011 650 7549,"Via Principi d'Acaja, 11",Turin,,info@pincherawebgroup.it,https,WordPress,No,SiteGround,77,98,92.00,Yes,No
Studio Brignone - Dentisti Rivoli,Dentist,https://www.studiobrignonerivoli.it/,011 953 0406,"Via Rita Levi Montalcini, 3",Rivoli,,,https,Errore: HTML e intestazioni non disponibili,,,0,0,0.00,No - Errore di connessione,
Lidl,Supermarket,,800 480 048,"Via Venaria, 18",Alpignano,,,,,,,,,,,
Negro Dr. Alfonso Roberto,Dentist,,011 967 2483,"Via Valdellatorre, 8",Alpignano,,,,,,,,,,,
Studio Odontoiatrico Del Malvò,Dentist,https://studioodontoiatricodelmalvo.it/,011 026 3339,"C.so Vittorio Emanuele II, 202",Turin,,info@studiodelmalvo.it,https,WordPress,Sì,Netsons,56,77,100.00,Yes,No
Studio Dentistico Michelotto Tempesta Riccardo,Dentist,https://www.studiomichelottotempesta.it/,011 784718,"C.so Francia, 115",Collegno,,studiomichelottotemp@libero.it,https,WordPress,Sì,Sconosciuto,51,75,92.00,Yes,No
Studio dentistico Pisacane-Dolce,Dentist,http://www.dentisti-rivoli.it/,011 956 3964,"Via Rombò, 52",Rivoli,,studio.pisacane@gmail.com,http,Altro,No,Sconosciuto,95,100,91.00,Yes,No
Dentista Tarallo Davide - Studio Dentistico Torino,Dentist,https://dentistadavidetarallo.it/,011 383 3565,"Via Cardinale Maurilio Fossati, 4",Turin,,davidetarallodentista@gmail.com,https,WordPress,No,SiteGround,38,73,100.00,Yes,No
A TE Clinics - Dentista a Beinasco - Centro Medico Beinasco Torino,Dentist,https://ateclinics.it/,011 1948 0374,"Str. Torino, 3",Beinasco,,info@ateclinics.it,https,WordPress,No,GoDaddy-DNS,55,63,92.00,Yes,No
Centro Dentistico Tassoni,Dentist,https://www.centrodentisticotassoni.it/,011 020 6855,"Corso Alessandro Tassoni, 31/A",Turin,,cdtassoni@gmail.com,https,WordPress,Sì,Serverplan,42,74,100.00,Yes,No
Farmacia Stella Alpignano,Pharmacy,https://farmaciedabbene.it/,011 967 6311,"Via G. Mazzini, 2",Alpignano,,,https,WordPress,Sì,Netsons,56,74,92.00,Yes,No
Unes,Supermarket,https://www.unes.it/?utm_source=GBP&utm_medium=organic&utm_campaign=listing-google-business-profile&utm_content=Pdv_U121_Unes_Alpignano,011 978 0987,"Via Philips, 11",Alpignano,,Unes-rebranding@2x.png,https,WordPress,Sì,Sconosciuto,33,31,92.00,Yes,No
"Dr. Moreno Nencioni, Dentista",Dentist,,011 1980 1429,"C.so Orbassano, 260",Turin,,,,,,,,,,,
Coop,Supermarket,,011 385 8333,"Via Venaria, 39",Alpignano,,,,,,,,,,,
Studio dentistico Armonia Dentale,Dentist,https://armoniadentale.it/,340 577 8970,"Via S. Pancrazio, 15A",Pianezza,,chiara@becauseweb.it,https,WordPress,Sì,SiteGround,64,95,100.00,Yes,No
Integra Srl - Agenzia di Assicurazioni,Insurance agency,,011 966 2751,"Via Fontaine, 3",Alpignano,,,,,,,,,,,
HDental,Dentist,https://www.hdental.it/,011 770 1758,"Corso Monte Cucco, 108",Turin,,info@hdental.it,https,WordPress,Sì,Aruba-DNS,21,41,100.00,Yes,No
Studio Dentistico Fiore,Dentist,http://www.studiodentisticofiore.eu/,011 958 6735,"Via Piero Gobetti, 3B",Rivoli,,info@studiodentisticofiore.eu,https,Joomla,No,Sconosciuto,56,77,91.00,Yes,No
dm Italia,Health and beauty shop,https://www.dm-drogeriemarkt.it/store/i02k/alpignano-to/via-venaria-18,011 1883 7832,"Via Venaria, 18",Alpignano,,,https,Altro,No,Sconosciuto,41,43,100.00,Yes,No
EtraMedical Poliambulatorio & Studio Dentistico,Dentist,https://www.etramedical.it/,011 459 8526,"Via Fabio Filzi, 9",Venaria Reale,,info@etramedical.it,https,WordPress,No,Aruba-Hosting-(Technorail),48,52,100.00,Yes,No
Carrefour Market,Supermarket,,011 967 2749,"Via Cavour, 127",Alpignano,,,,,,,,,,,
Studio Dentistico Dott.ri Colucci,Dentist,https://www.studiodentistico-pianezza.com/,011 967 4191,"Via Madonna della Stella, 5",Pianezza,,coluccigiancarlo@gmail.com,https,WordPress,No,Pagine Sì,47,70,92.00,Yes,No
Farmacia San Giacomo,Pharmacy,,011 967 6666,"Via Alessandro Cruto, 25",Alpignano,,,,,,,,,,,
Poglio Dr. Enzo,Dentist,,011 967 6529,"Piazza Caduti, 14",Alpignano,,,,,,,,,,,
"Dr. Alberto Colombi, Dentista",Dentist,,011 1981 5564,"Via Tripoli, 184/A",Turin,,,,,,,,,,,
Studio Andrea Giay Levra,Dentist,,011 437 5202,"Via Borgomanero, 11",Turin,,,,,,,,,,,
Farmacia Zamparo,Pharmacy,https://www.farmaciazamparo.it/,011 966 2612,"Via G. Mazzini, 92",Alpignano,,info@salute360.eu,https,WordPress,Sì,SiteGround,71,90,85.00,Yes,No
Dentista.tv Torino,Dentist,https://www.dentista.tv/,011 317 0887,"Via Passo Buole, 160",Turin,,,https,WordPress,No,Netsons,36,65,92.00,Yes,No
Molino Filicetti studio odontoiatrico - dentista Torino,Dentist,http://www.molino-filicetti.it/,011 899 2264,"Corso Belgio, 179",Turin,,studio.odontoiatrico@molino-filicetti.it,https,WordPress,Sì,Aruba-Hosting-(Technorail),46,65,77.00,Yes,No
